Date,Close,Change
23-Oct-2012,7.8883,-0.0074
24-Oct-2012,7.8882,-0.0001
25-Oct-2012,7.8856,-0.0026
26-Oct-2012,7.8731,-0.0125
29-Oct-2012,7.8722,-0.0009
30-Oct-2012,7.8516,-0.0206
31-Oct-2012,7.857,0.0053
01-Nov-2012,7.8506,-0.0064
02-Nov-2012,7.8373,-0.0133
05-Nov-2012,7.8432,0.0059
06-Nov-2012,7.827,-0.0162
07-Nov-2012,7.8166,-0.0104
08-Nov-2012,7.8255,0.0089
09-Nov-2012,7.8211,-0.0044
12-Nov-2012,7.8085,-0.0126
13-Nov-2012,7.8082,-0.0003
14-Nov-2012,7.8077,-0.0005
15-Nov-2012,7.8097,0.002
16-Nov-2012,7.8288,0.0191
19-Nov-2012,7.8049,-0.0239
20-Nov-2012,7.8204,0.0155
21-Nov-2012,7.8183,-0.0021
22-Nov-2012,7.825,0.0067
23-Nov-2012,7.8369,0.0119
26-Nov-2012,7.8367,-0.0002
27-Nov-2012,7.8303,-0.0063
28-Nov-2012,7.8223,-0.008
29-Nov-2012,7.8258,0.0035
30-Nov-2012,7.8262,0.0004
03-Dec-2012,7.8213,-0.0049
04-Dec-2012,7.806,-0.0153
05-Dec-2012,7.7913,-0.0147
06-Dec-2012,7.805,0.0137
07-Dec-2012,7.7954,-0.0096
10-Dec-2012,7.7836,-0.0117
11-Dec-2012,7.804,0.0203
12-Dec-2012,7.7994,-0.0045
13-Dec-2012,7.7933,-0.0061
14-Dec-2012,7.7718,-0.0215
17-Dec-2012,7.7727,0.0009
18-Dec-2012,7.7915,0.0189
19-Dec-2012,7.7885,-0.0031
20-Dec-2012,7.7928,0.0043
21-Dec-2012,7.8003,0.0075
24-Dec-2012,7.8074,0.0071
25-Dec-2012,7.8296,0.0223
26-Dec-2012,7.8108,-0.0189
27-Dec-2012,7.8,-0.0108
28-Dec-2012,7.8005,0.0006
31-Dec-2012,7.8058,0.0053
01-Jan-2013,7.7945,-0.0113
02-Jan-2013,7.7802,-0.0143
03-Jan-2013,7.7614,-0.0188
04-Jan-2013,7.7643,0.0029
07-Jan-2013,7.7633,-0.0011
08-Jan-2013,7.7687,0.0054
09-Jan-2013,7.771,0.0023
10-Jan-2013,7.7814,0.0105
11-Jan-2013,7.7633,-0.0182
14-Jan-2013,7.764,0.0007
15-Jan-2013,7.7562,-0.0077
16-Jan-2013,7.7605,0.0043
17-Jan-2013,7.7678,0.0073
18-Jan-2013,7.7868,0.019
21-Jan-2013,7.7867,-0.0001
22-Jan-2013,7.7731,-0.0136
23-Jan-2013,7.7693,-0.0039
24-Jan-2013,7.7902,0.021
25-Jan-2013,7.8008,0.0106
28-Jan-2013,7.7915,-0.0093
29-Jan-2013,7.7755,-0.016
30-Jan-2013,7.7606,-0.0149
31-Jan-2013,7.7648,0.0042
01-Feb-2013,7.7758,0.0109
04-Feb-2013,7.76,-0.0157
05-Feb-2013,7.7568,-0.0032
06-Feb-2013,7.7466,-0.0103
07-Feb-2013,7.7674,0.0208
08-Feb-2013,7.7896,0.0223
11-Feb-2013,7.7884,-0.0012
12-Feb-2013,7.7829,-0.0055
13-Feb-2013,7.779,-0.004
14-Feb-2013,7.7795,0.0006
15-Feb-2013,7.7915,0.012
18-Feb-2013,7.7935,0.002
19-Feb-2013,7.7887,-0.0048
20-Feb-2013,7.7892,0.0005
21-Feb-2013,7.7943,0.005
22-Feb-2013,7.7777,-0.0166
25-Feb-2013,7.7746,-0.0031
26-Feb-2013,7.7813,0.0067
27-Feb-2013,7.7617,-0.0196
28-Feb-2013,7.7405,-0.0212
01-Mar-2013,7.7475,0.007
04-Mar-2013,7.7454,-0.0021
05-Mar-2013,7.7492,0.0038
06-Mar-2013,7.7484,-0.0008
07-Mar-2013,7.7556,0.0072
08-Mar-2013,7.7628,0.0073
11-Mar-2013,7.7759,0.0131
12-Mar-2013,7.7784,0.0024
13-Mar-2013,7.7837,0.0053
14-Mar-2013,7.7683,-0.0153
15-Mar-2013,7.7651,-0.0032
18-Mar-2013,7.7796,0.0145
19-Mar-2013,7.7623,-0.0173
20-Mar-2013,7.7429,-0.0195
21-Mar-2013,7.7477,0.0048
22-Mar-2013,7.7619,0.0142
25-Mar-2013,7.7639,0.0021
26-Mar-2013,7.7451,-0.0189
27-Mar-2013,7.7436,-0.0015
28-Mar-2013,7.7542,0.0106
29-Mar-2013,7.7584,0.0042
01-Apr-2013,7.7716,0.0133
02-Apr-2013,7.7692,-0.0024
03-Apr-2013,7.7829,0.0137
04-Apr-2013,7.7855,0.0026
05-Apr-2013,7.778,-0.0075
08-Apr-2013,7.7965,0.0185
09-Apr-2013,7.815,0.0185
10-Apr-2013,7.8257,0.0107
11-Apr-2013,7.8259,0.0002
12-Apr-2013,7.8294,0.0036
15-Apr-2013,7.8209,-0.0085
16-Apr-2013,7.8095,-0.0114
17-Apr-2013,7.8085,-0.001
18-Apr-2013,7.7878,-0.0207
19-Apr-2013,7.8079,0.0202
22-Apr-2013,7.795,-0.0129
23-Apr-2013,7.7771,-0.0179
24-Apr-2013,7.7953,0.0182
25-Apr-2013,7.7905,-0.0047
26-Apr-2013,7.8129,0.0224
29-Apr-2013,7.805,-0.0079
30-Apr-2013,7.8129,0.0079
01-May-2013,7.7902,-0.0228
02-May-2013,7.7671,-0.023
03-May-2013,7.7789,0.0118
06-May-2013,7.7679,-0.011
07-May-2013,7.7719,0.004
08-May-2013,7.7795,0.0076
09-May-2013,7.764,-0.0155
10-May-2013,7.7613,-0.0027
13-May-2013,7.7555,-0.0058
14-May-2013,7.7509,-0.0046
15-May-2013,7.7342,-0.0167
16-May-2013,7.7484,0.0141
17-May-2013,7.7354,-0.0129
20-May-2013,7.7197,-0.0157
21-May-2013,7.7077,-0.012
22-May-2013,7.7029,-0.0047
23-May-2013,7.709,0.0061
24-May-2013,7.6994,-0.0096
27-May-2013,7.7044,0.0051
28-May-2013,7.6948,-0.0096
29-May-2013,7.686,-0.0088
30-May-2013,7.6992,0.0132
31-May-2013,7.6961,-0.0032
03-Jun-2013,7.6755,-0.0206
04-Jun-2013,7.6841,0.0086
05-Jun-2013,7.6957,0.0117
06-Jun-2013,7.7202,0.0245
07-Jun-2013,7.7392,0.019
10-Jun-2013,7.7408,0.0016
11-Jun-2013,7.7311,-0.0097
12-Jun-2013,7.7208,-0.0103
13-Jun-2013,7.7202,-0.0006
14-Jun-2013,7.7105,-0.0097
17-Jun-2013,7.7136,0.003
18-Jun-2013,7.7161,0.0025
19-Jun-2013,7.7258,0.0097
20-Jun-2013,7.7336,0.0078
21-Jun-2013,7.7216,-0.012
24-Jun-2013,7.7137,-0.0079
25-Jun-2013,7.7139,0.0002
26-Jun-2013,7.71,-0.0039
27-Jun-2013,7.7064,-0.0036
28-Jun-2013,7.7043,-0.002
01-Jul-2013,7.6953,-0.009
02-Jul-2013,7.6924,-0.0029
03-Jul-2013,7.6894,-0.003
04-Jul-2013,7.6939,0.0045
05-Jul-2013,7.6929,-0.0011
08-Jul-2013,7.685,-0.0078
09-Jul-2013,7.6897,0.0047
10-Jul-2013,7.6605,-0.0292
11-Jul-2013,7.6709,0.0104
12-Jul-2013,7.6908,0.0198
15-Jul-2013,7.7063,0.0155
16-Jul-2013,7.7236,0.0174
17-Jul-2013,7.7235,-0.0001
18-Jul-2013,7.7198,-0.0037
19-Jul-2013,7.717,-0.0028
22-Jul-2013,7.7305,0.0136
23-Jul-2013,7.7112,-0.0193
24-Jul-2013,7.7249,0.0137
25-Jul-2013,7.7126,-0.0124
26-Jul-2013,7.6922,-0.0203
29-Jul-2013,7.6871,-0.0051
30-Jul-2013,7.6841,-0.003
31-Jul-2013,7.6765,-0.0077
01-Aug-2013,7.6918,0.0153
02-Aug-2013,7.6817,-0.0101
05-Aug-2013,7.6778,-0.0039
06-Aug-2013,7.6743,-0.0035
07-Aug-2013,7.6762,0.0018
08-Aug-2013,7.6945,0.0183
09-Aug-2013,7.7082,0.0137
12-Aug-2013,7.728,0.0198
13-Aug-2013,7.7289,0.0009
14-Aug-2013,7.737,0.0082
15-Aug-2013,7.7508,0.0138
16-Aug-2013,7.7568,0.006
19-Aug-2013,7.7547,-0.0021
20-Aug-2013,7.7664,0.0117
21-Aug-2013,7.7606,-0.0058
22-Aug-2013,7.7774,0.0168
23-Aug-2013,7.7804,0.003
26-Aug-2013,7.7612,-0.0192
27-Aug-2013,7.7479,-0.0133
28-Aug-2013,7.7664,0.0185
29-Aug-2013,7.7855,0.0191
30-Aug-2013,7.7782,-0.0073
02-Sep-2013,7.7695,-0.0087
03-Sep-2013,7.7624,-0.0071
04-Sep-2013,7.7325,-0.0299
05-Sep-2013,7.7315,-0.001
06-Sep-2013,7.716,-0.0155
09-Sep-2013,7.712,-0.004
10-Sep-2013,7.7043,-0.0077
11-Sep-2013,7.7037,-0.0006
12-Sep-2013,7.7055,0.0018
13-Sep-2013,7.7019,-0.0036
16-Sep-2013,7.7032,0.0014
17-Sep-2013,7.7183,0.0151
18-Sep-2013,7.6952,-0.0231
19-Sep-2013,7.6896,-0.0056
20-Sep-2013,7.7129,0.0233
23-Sep-2013,7.7402,0.0273
24-Sep-2013,7.7429,0.0027
25-Sep-2013,7.7481,0.0052
26-Sep-2013,7.756,0.008
27-Sep-2013,7.7557,-0.0003
30-Sep-2013,7.7663,0.0106
01-Oct-2013,7.7927,0.0264
02-Oct-2013,7.7801,-0.0126
03-Oct-2013,7.7828,0.0027
04-Oct-2013,7.7948,0.0121
07-Oct-2013,7.7969,0.002
08-Oct-2013,7.7981,0.0013
09-Oct-2013,7.8077,0.0096
10-Oct-2013,7.7944,-0.0134
11-Oct-2013,7.7843,-0.0101
14-Oct-2013,7.7716,-0.0127
15-Oct-2013,7.7587,-0.0129
16-Oct-2013,7.7708,0.0121
17-Oct-2013,7.7636,-0.0072
18-Oct-2013,7.7535,-0.0101
21-Oct-2013,7.7728,0.0194
22-Oct-2013,7.7631,-0.0097
23-Oct-2013,7.7488,-0.0143
24-Oct-2013,7.738,-0.0109
25-Oct-2013,7.7352,-0.0027
28-Oct-2013,7.7456,0.0104
29-Oct-2013,7.7376,-0.008
30-Oct-2013,7.7278,-0.0098
31-Oct-2013,7.7201,-0.0077
01-Nov-2013,7.7093,-0.0108
04-Nov-2013,7.7122,0.0029
05-Nov-2013,7.7136,0.0013
06-Nov-2013,7.7214,0.0078
07-Nov-2013,7.7344,0.013
08-Nov-2013,7.7232,-0.0112
11-Nov-2013,7.7173,-0.0059
12-Nov-2013,7.7198,0.0025
13-Nov-2013,7.7398,0.02
14-Nov-2013,7.7191,-0.0207
15-Nov-2013,7.7198,0.0007
18-Nov-2013,7.7033,-0.0165
19-Nov-2013,7.7133,0.01
20-Nov-2013,7.7202,0.0069
21-Nov-2013,7.7227,0.0025
22-Nov-2013,7.7176,-0.0052
25-Nov-2013,7.7111,-0.0064
26-Nov-2013,7.7133,0.0022
27-Nov-2013,7.7256,0.0122
28-Nov-2013,7.7099,-0.0156
29-Nov-2013,7.7249,0.015
02-Dec-2013,7.7309,0.006
03-Dec-2013,7.7343,0.0034
04-Dec-2013,7.719,-0.0153
05-Dec-2013,7.7243,0.0053
06-Dec-2013,7.7261,0.0018
09-Dec-2013,7.7289,0.0028
10-Dec-2013,7.7559,0.027
11-Dec-2013,7.7587,0.0029
12-Dec-2013,7.7612,0.0025
13-Dec-2013,7.7782,0.017
16-Dec-2013,7.7808,0.0026
17-Dec-2013,7.7943,0.0136
18-Dec-2013,7.8003,0.0059
19-Dec-2013,7.7993,-0.001
20-Dec-2013,7.8108,0.0116
23-Dec-2013,7.8097,-0.0011
24-Dec-2013,7.8142,0.0045
25-Dec-2013,7.8178,0.0036
26-Dec-2013,7.8111,-0.0067
27-Dec-2013,7.8134,0.0023
30-Dec-2013,7.8195,0.0061
31-Dec-2013,7.8092,-0.0103
01-Jan-2014,7.7876,-0.0216
02-Jan-2014,7.7962,0.0086
03-Jan-2014,7.7887,-0.0075
06-Jan-2014,7.7973,0.0086
07-Jan-2014,7.8036,0.0063
08-Jan-2014,7.8018,-0.0018
09-Jan-2014,7.8089,0.0071
10-Jan-2014,7.813,0.0041
13-Jan-2014,7.8042,-0.0087
14-Jan-2014,7.7781,-0.0262
15-Jan-2014,7.7934,0.0153
16-Jan-2014,7.8063,0.0129
17-Jan-2014,7.7897,-0.0166
20-Jan-2014,7.7996,0.0099
21-Jan-2014,7.8167,0.017
22-Jan-2014,7.8233,0.0066
23-Jan-2014,7.8124,-0.0109
24-Jan-2014,7.8218,0.0094
27-Jan-2014,7.8145,-0.0073
28-Jan-2014,7.8038,-0.0108
29-Jan-2014,7.8323,0.0285
30-Jan-2014,7.8253,-0.007
31-Jan-2014,7.8135,-0.0117
03-Feb-2014,7.8224,0.0089
04-Feb-2014,7.8112,-0.0112
05-Feb-2014,7.8318,0.0206
06-Feb-2014,7.8273,-0.0045
07-Feb-2014,7.8321,0.0048
10-Feb-2014,7.8359,0.0038
11-Feb-2014,7.8447,0.0088
12-Feb-2014,7.8525,0.0078
13-Feb-2014,7.8644,0.0119
14-Feb-2014,7.878,0.0136
17-Feb-2014,7.8766,-0.0014
18-Feb-2014,7.9077,0.0311
19-Feb-2014,7.8998,-0.0079
20-Feb-2014,7.9041,0.0043
21-Feb-2014,7.9157,0.0116
24-Feb-2014,7.9282,0.0125
25-Feb-2014,7.8935,-0.0347
26-Feb-2014,7.8863,-0.0072
27-Feb-2014,7.8757,-0.0106
28-Feb-2014,7.8928,0.0171
03-Mar-2014,7.9091,0.0163
04-Mar-2014,7.9056,-0.0035
05-Mar-2014,7.9045,-0.0012
06-Mar-2014,7.9187,0.0142
07-Mar-2014,7.9074,-0.0113
10-Mar-2014,7.9204,0.013
11-Mar-2014,7.9048,-0.0156
12-Mar-2014,7.9017,-0.0031
13-Mar-2014,7.9043,0.0026
14-Mar-2014,7.8924,-0.0119
17-Mar-2014,7.9049,0.0125
18-Mar-2014,7.8938,-0.0111
19-Mar-2014,7.8826,-0.0112
20-Mar-2014,7.8747,-0.0079
21-Mar-2014,7.887,0.0122
24-Mar-2014,7.8819,-0.0051
25-Mar-2014,7.8645,-0.0173
26-Mar-2014,7.8565,-0.0081
27-Mar-2014,7.8669,0.0105
28-Mar-2014,7.8836,0.0167
31-Mar-2014,7.8661,-0.0175
01-Apr-2014,7.8549,-0.0112
02-Apr-2014,7.8654,0.0105
03-Apr-2014,7.8719,0.0065
04-Apr-2014,7.8541,-0.0178
07-Apr-2014,7.8349,-0.0192
08-Apr-2014,7.8388,0.0039
09-Apr-2014,7.819,-0.0199
10-Apr-2014,7.8121,-0.0069
11-Apr-2014,7.8165,0.0045
14-Apr-2014,7.8283,0.0118
15-Apr-2014,7.8385,0.0102
16-Apr-2014,7.8342,-0.0042
17-Apr-2014,7.8445,0.0103
18-Apr-2014,7.8189,-0.0256
21-Apr-2014,7.7936,-0.0253
22-Apr-2014,7.7757,-0.018
23-Apr-2014,7.7614,-0.0143
24-Apr-2014,7.7533,-0.0081
25-Apr-2014,7.7489,-0.0044
28-Apr-2014,7.7454,-0.0035
29-Apr-2014,7.7464,0.0011
30-Apr-2014,7.7475,0.001
01-May-2014,7.7631,0.0156
02-May-2014,7.7467,-0.0164
05-May-2014,7.7216,-0.0251
06-May-2014,7.7303,0.0088
07-May-2014,7.7545,0.0242
08-May-2014,7.7491,-0.0054
09-May-2014,7.7538,0.0047
12-May-2014,7.773,0.0192
13-May-2014,7.7682,-0.0048
14-May-2014,7.7648,-0.0035
15-May-2014,7.762,-0.0028
16-May-2014,7.7461,-0.0159
19-May-2014,7.7366,-0.0095
20-May-2014,7.73,-0.0066
21-May-2014,7.7322,0.0022
22-May-2014,7.7351,0.003
23-May-2014,7.7168,-0.0184
26-May-2014,7.7236,0.0068
27-May-2014,7.7091,-0.0145
28-May-2014,7.7236,0.0144
29-May-2014,7.7215,-0.0021
30-May-2014,7.7235,0.002
02-Jun-2014,7.6944,-0.0291
03-Jun-2014,7.7059,0.0116
04-Jun-2014,7.713,0.0071
05-Jun-2014,7.7155,0.0025
06-Jun-2014,7.7178,0.0022
09-Jun-2014,7.7096,-0.0082
10-Jun-2014,7.694,-0.0156
11-Jun-2014,7.6976,0.0036
12-Jun-2014,7.7019,0.0043
13-Jun-2014,7.7024,0.0004
16-Jun-2014,7.6963,-0.0061
17-Jun-2014,7.7023,0.006
18-Jun-2014,7.7055,0.0033
19-Jun-2014,7.684,-0.0215
20-Jun-2014,7.68,-0.004
23-Jun-2014,7.6941,0.0141
24-Jun-2014,7.6803,-0.0138
25-Jun-2014,7.6734,-0.0069
26-Jun-2014,7.6625,-0.0109
27-Jun-2014,7.6749,0.0124
30-Jun-2014,7.6776,0.0027
01-Jul-2014,7.6544,-0.0233
02-Jul-2014,7.6645,0.0102
03-Jul-2014,7.6657,0.0012
04-Jul-2014,7.6674,0.0017
07-Jul-2014,7.6574,-0.0101
08-Jul-2014,7.648,-0.0094
09-Jul-2014,7.6421,-0.0059
10-Jul-2014,7.6216,-0.0205
11-Jul-2014,7.6165,-0.0051
14-Jul-2014,7.5944,-0.0221
15-Jul-2014,7.5959,0.0015
16-Jul-2014,7.6068,0.0109
17-Jul-2014,7.6029,-0.0038
18-Jul-2014,7.6153,0.0124
21-Jul-2014,7.6166,0.0013
22-Jul-2014,7.647,0.0304
23-Jul-2014,7.6516,0.0046
24-Jul-2014,7.6774,0.0258
25-Jul-2014,7.6653,-0.0121
28-Jul-2014,7.6696,0.0043
29-Jul-2014,7.684,0.0144
30-Jul-2014,7.6733,-0.0107
31-Jul-2014,7.6519,-0.0214
01-Aug-2014,7.6417,-0.0102
04-Aug-2014,7.6483,0.0067
05-Aug-2014,7.6441,-0.0043
06-Aug-2014,7.636,-0.008
07-Aug-2014,7.6242,-0.0119
08-Aug-2014,7.6225,-0.0017
11-Aug-2014,7.5975,-0.0249
12-Aug-2014,7.5972,-0.0003
13-Aug-2014,7.6095,0.0123
14-Aug-2014,7.6238,0.0143
15-Aug-2014,7.6353,0.0116
18-Aug-2014,7.6552,0.0199
19-Aug-2014,7.6403,-0.015
20-Aug-2014,7.6359,-0.0043
21-Aug-2014,7.6228,-0.0131
22-Aug-2014,7.6186,-0.0042
25-Aug-2014,7.6036,-0.015
26-Aug-2014,7.6056,0.002
27-Aug-2014,7.5818,-0.0239
28-Aug-2014,7.6042,0.0225
29-Aug-2014,7.6021,-0.0021
01-Sep-2014,7.5834,-0.0187
02-Sep-2014,7.5602,-0.0232
03-Sep-2014,7.554,-0.0063
04-Sep-2014,7.5594,0.0054
05-Sep-2014,7.5665,0.0071
08-Sep-2014,7.5597,-0.0068
09-Sep-2014,7.5522,-0.0075
10-Sep-2014,7.5701,0.0179
11-Sep-2014,7.5704,0.0003
12-Sep-2014,7.5573,-0.0131
15-Sep-2014,7.5763,0.019
16-Sep-2014,7.588,0.0117
17-Sep-2014,7.5844,-0.0037
18-Sep-2014,7.5912,0.0068
19-Sep-2014,7.5958,0.0046
22-Sep-2014,7.6082,0.0125
23-Sep-2014,7.5917,-0.0166
24-Sep-2014,7.5932,0.0016
25-Sep-2014,7.5754,-0.0179
26-Sep-2014,7.5705,-0.0049
29-Sep-2014,7.5577,-0.0128
30-Sep-2014,7.5792,0.0215
01-Oct-2014,7.5825,0.0033
02-Oct-2014,7.5811,-0.0014
03-Oct-2014,7.6049,0.0238
06-Oct-2014,7.5842,-0.0207
07-Oct-2014,7.5743,-0.01
08-Oct-2014,7.559,-0.0153
09-Oct-2014,7.5721,0.0131
10-Oct-2014,7.5649,-0.0072
13-Oct-2014,7.5646,-0.0003
14-Oct-2014,7.573,0.0084
15-Oct-2014,7.5923,0.0193
16-Oct-2014,7.6006,0.0083
17-Oct-2014,7.6172,0.0166
20-Oct-2014,7.6238,0.0066
21-Oct-2014,7.6322,0.0084
22-Oct-2014,7.6544,0.0221
23-Oct-2014,7.6724,0.0181
24-Oct-2014,7.6745,0.0021
27-Oct-2014,7.6622,-0.0124
28-Oct-2014,7.6787,0.0165
29-Oct-2014,7.6909,0.0123
30-Oct-2014,7.6577,-0.0332
31-Oct-2014,7.6737,0.0161
03-Nov-2014,7.6661,-0.0076
04-Nov-2014,7.6692,0.0031
05-Nov-2014,7.6619,-0.0073
06-Nov-2014,7.6781,0.0162
07-Nov-2014,7.6845,0.0064
10-Nov-2014,7.702,0.0175
11-Nov-2014,7.702,0.0
12-Nov-2014,7.7164,0.0144
13-Nov-2014,7.7043,-0.0121
14-Nov-2014,7.7085,0.0042
17-Nov-2014,7.7252,0.0167
18-Nov-2014,7.7134,-0.0118
19-Nov-2014,7.7134,0.0001
20-Nov-2014,7.7278,0.0144
21-Nov-2014,7.7375,0.0097
24-Nov-2014,7.7408,0.0032
25-Nov-2014,7.7326,-0.0082
26-Nov-2014,7.7321,-0.0005
27-Nov-2014,7.7176,-0.0145
28-Nov-2014,7.7115,-0.0061
01-Dec-2014,7.6963,-0.0152
02-Dec-2014,7.6977,0.0014
03-Dec-2014,7.6938,-0.004
04-Dec-2014,7.7024,0.0086
05-Dec-2014,7.6916,-0.0108
08-Dec-2014,7.7122,0.0206
09-Dec-2014,7.7009,-0.0113
10-Dec-2014,7.695,-0.0059
11-Dec-2014,7.7103,0.0153
12-Dec-2014,7.7283,0.018
15-Dec-2014,7.7399,0.0116
16-Dec-2014,7.729,-0.011
17-Dec-2014,7.7534,0.0244
18-Dec-2014,7.7541,0.0007
19-Dec-2014,7.7507,-0.0034
22-Dec-2014,7.7473,-0.0035
23-Dec-2014,7.7568,0.0096
24-Dec-2014,7.7539,-0.0029
25-Dec-2014,7.7484,-0.0055
26-Dec-2014,7.7302,-0.0182
29-Dec-2014,7.7534,0.0232
30-Dec-2014,7.7462,-0.0072
31-Dec-2014,7.7445,-0.0017
01-Jan-2015,7.7593,0.0148
02-Jan-2015,7.7741,0.0148
05-Jan-2015,7.7877,0.0136
06-Jan-2015,7.7988,0.0111
07-Jan-2015,7.8096,0.0108
08-Jan-2015,7.8343,0.0247
09-Jan-2015,7.8314,-0.0029
12-Jan-2015,7.8173,-0.014
13-Jan-2015,7.8293,0.012
14-Jan-2015,7.8388,0.0095
15-Jan-2015,7.844,0.0051
16-Jan-2015,7.8524,0.0084
19-Jan-2015,7.8371,-0.0153
20-Jan-2015,7.8325,-0.0046
21-Jan-2015,7.8595,0.0269
22-Jan-2015,7.8581,-0.0013
23-Jan-2015,7.8444,-0.0138
26-Jan-2015,7.8421,-0.0022
27-Jan-2015,7.8362,-0.0059
28-Jan-2015,7.8349,-0.0014
29-Jan-2015,7.8078,-0.0271
30-Jan-2015,7.8091,0.0013
02-Feb-2015,7.8278,0.0187
03-Feb-2015,7.8235,-0.0043
04-Feb-2015,7.8383,0.0148
05-Feb-2015,7.8452,0.007
06-Feb-2015,7.842,-0.0032
09-Feb-2015,7.8507,0.0087
10-Feb-2015,7.8759,0.0252
11-Feb-2015,7.8743,-0.0015
12-Feb-2015,7.8736,-0.0008
13-Feb-2015,7.878,0.0045
16-Feb-2015,7.8762,-0.0018
17-Feb-2015,7.8769,0.0006
18-Feb-2015,7.9004,0.0235
19-Feb-2015,7.9042,0.0038
20-Feb-2015,7.8754,-0.0288
23-Feb-2015,7.8825,0.0071
24-Feb-2015,7.8932,0.0107
25-Feb-2015,7.8814,-0.0119
26-Feb-2015,7.8715,-0.0098
27-Feb-2015,7.8709,-0.0007
02-Mar-2015,7.8711,0.0002
03-Mar-2015,7.8615,-0.0096
04-Mar-2015,7.8437,-0.0178
05-Mar-2015,7.8463,0.0026
06-Mar-2015,7.8449,-0.0014
09-Mar-2015,7.8302,-0.0147
10-Mar-2015,7.827,-0.0033
11-Mar-2015,7.8195,-0.0075
12-Mar-2015,7.8126,-0.0069
13-Mar-2015,7.8224,0.0098
16-Mar-2015,7.8315,0.0091
17-Mar-2015,7.8431,0.0116
18-Mar-2015,7.8384,-0.0048
19-Mar-2015,7.8255,-0.0129
20-Mar-2015,7.8356,0.0101
23-Mar-2015,7.8173,-0.0183
24-Mar-2015,7.8309,0.0135
25-Mar-2015,7.8348,0.004
26-Mar-2015,7.8324,-0.0025
27-Mar-2015,7.8295,-0.0029
30-Mar-2015,7.8195,-0.01
31-Mar-2015,7.8277,0.0082
01-Apr-2015,7.832,0.0043
02-Apr-2015,7.842,0.01
03-Apr-2015,7.8354,-0.0066
06-Apr-2015,7.8534,0.0179
07-Apr-2015,7.8342,-0.0191
08-Apr-2015,7.8411,0.0069
09-Apr-2015,7.8379,-0.0032
10-Apr-2015,7.844,0.0061
13-Apr-2015,7.8289,-0.0151
14-Apr-2015,7.8401,0.0112
15-Apr-2015,7.8247,-0.0153
16-Apr-2015,7.8514,0.0267
17-Apr-2015,7.8206,-0.0309
20-Apr-2015,7.8413,0.0207
21-Apr-2015,7.8436,0.0023
22-Apr-2015,7.8463,0.0028
23-Apr-2015,7.8233,-0.023
24-Apr-2015,7.8298,0.0065
27-Apr-2015,7.837,0.0072
28-Apr-2015,7.8394,0.0024
29-Apr-2015,7.8389,-0.0005
30-Apr-2015,7.8356,-0.0033
01-May-2015,7.837,0.0014
04-May-2015,7.842,0.0049
05-May-2015,7.8173,-0.0247
06-May-2015,7.8251,0.0079
07-May-2015,7.8352,0.01
08-May-2015,7.8165,-0.0186
11-May-2015,7.819,0.0025
12-May-2015,7.8152,-0.0039
13-May-2015,7.7888,-0.0264
14-May-2015,7.793,0.0043
15-May-2015,7.7827,-0.0103
18-May-2015,7.7744,-0.0083
19-May-2015,7.7859,0.0115
20-May-2015,7.7857,-0.0002
21-May-2015,7.792,0.0063
22-May-2015,7.7984,0.0064
25-May-2015,7.8057,0.0073
26-May-2015,7.7979,-0.0077
27-May-2015,7.8034,0.0054
28-May-2015,7.8269,0.0236
29-May-2015,7.8387,0.0118
01-Jun-2015,7.8369,-0.0018
02-Jun-2015,7.8534,0.0164
03-Jun-2015,7.8443,-0.009
04-Jun-2015,7.8629,0.0186
05-Jun-2015,7.8616,-0.0013
08-Jun-2015,7.8486,-0.013
09-Jun-2015,7.8488,0.0003
10-Jun-2015,7.8414,-0.0074
11-Jun-2015,7.8305,-0.0109
12-Jun-2015,7.8274,-0.003
15-Jun-2015,7.8175,-0.01
16-Jun-2015,7.8373,0.0199
17-Jun-2015,7.8261,-0.0112
18-Jun-2015,7.8191,-0.0071
19-Jun-2015,7.8388,0.0198
22-Jun-2015,7.834,-0.0049
23-Jun-2015,7.847,0.0131
24-Jun-2015,7.8409,-0.0061
25-Jun-2015,7.8298,-0.0111
26-Jun-2015,7.8569,0.0271
29-Jun-2015,7.8559,-0.001
30-Jun-2015,7.8668,0.011
01-Jul-2015,7.8534,-0.0134
02-Jul-2015,7.8494,-0.004
03-Jul-2015,7.8525,0.003
06-Jul-2015,7.841,-0.0114
07-Jul-2015,7.8604,0.0194
08-Jul-2015,7.8586,-0.0019
09-Jul-2015,7.8754,0.0168
10-Jul-2015,7.8925,0.0172
13-Jul-2015,7.9046,0.0121
14-Jul-2015,7.9054,0.0007
15-Jul-2015,7.8818,-0.0236
16-Jul-2015,7.9163,0.0345
17-Jul-2015,7.921,0.0047
20-Jul-2015,7.9374,0.0164
21-Jul-2015,7.943,0.0056
22-Jul-2015,7.9289,-0.0141
23-Jul-2015,7.9382,0.0092
24-Jul-2015,7.9445,0.0064
27-Jul-2015,7.9451,0.0006
28-Jul-2015,7.9339,-0.0112
29-Jul-2015,7.9312,-0.0027
30-Jul-2015,7.9467,0.0155
31-Jul-2015,7.9607,0.014
03-Aug-2015,7.958,-0.0027
04-Aug-2015,7.9484,-0.0096
05-Aug-2015,7.934,-0.0143
06-Aug-2015,7.9287,-0.0053
07-Aug-2015,7.9287,-0.0
10-Aug-2015,7.9694,0.0407
11-Aug-2015,7.9787,0.0094
