Date,FII Gross Purchase (Rs. Cr),FII Gross Sales (Rs. Cr),DII Gross Purchase (Rs. Cr),DII Gross Sales (Rs. Cr),FII Net (Rs. Cr),DII Net (Rs. Cr)
04-Apr-2013,5244.12,5730.14,7771.77,3940.68,-486.02,3831.09
05-Apr-2013,6619.06,10403.91,2832.84,5086.73,-3784.85,-2253.89
08-Apr-2013,2473.45,5842.91,3224.65,2683.9,-3369.46,540.75
09-Apr-2013,1697.08,1541.09,5496.18,2605.84,155.99,2890.34
10-Apr-2013,7733.34,6532.37,2437.8,2983.5,1200.97,-545.7
11-Apr-2013,5951.35,4703.85,3276.61,3485.01,1247.5,-208.4
12-Apr-2013,3819.15,4098.79,2793.87,2832.57,-279.64,-38.7
15-Apr-2013,5038.64,3153.17,2008.93,8412.96,1885.47,-6404.03
16-Apr-2013,6261.73,4718.51,5306.47,2511.14,1543.22,2795.33
17-Apr-2013,11353.88,5740.47,3397.13,4196.64,5613.41,-799.51
18-Apr-2013,3084.2,3849.39,5336.43,3177.03,-765.19,2159.4
19-Apr-2013,3992.67,4117.02,5602.13,2732.04,-124.35,2870.09
22-Apr-2013,8278.46,9183.74,6415.99,3431.2,-905.28,2984.79
23-Apr-2013,4266.24,2536.71,2135.96,3007.39,1729.53,-871.43
24-Apr-2013,3036.83,4601.01,2994.98,4514.95,-1564.18,-1519.97
25-Apr-2013,4771.42,3913.55,4113.08,5789.9,857.87,-1676.82
26-Apr-2013,10794.52,5716.11,3339.86,4849.96,5078.41,-1510.1
29-Apr-2013,4332.99,12814.09,4649.29,2068.05,-8481.1,2581.24
30-Apr-2013,6357.58,3583.84,4052.87,1498.66,2773.74,2554.21
01-May-2013,3171.64,2699.64,4966.79,1998.5,472.0,2968.29
02-May-2013,2969.07,4154.47,2563.04,2014.67,-1185.4,548.37
03-May-2013,5898.28,5208.14,5033.28,3277.27,690.14,1756.01
06-May-2013,4145.58,10055.89,3009.72,6440.66,-5910.31,-3430.94
07-May-2013,5433.55,5343.69,4138.34,3847.62,89.86,290.72
08-May-2013,4287.17,6498.82,2779.91,5412.8,-2211.65,-2632.89
09-May-2013,5498.89,3066.25,1313.48,3763.32,2432.64,-2449.84
10-May-2013,4252.15,1740.33,4165.86,3683.76,2511.82,482.1
13-May-2013,3240.99,6259.85,3111.6,3482.27,-3018.86,-370.67
14-May-2013,2229.4,4052.68,5175.9,2085.66,-1823.28,3090.24
15-May-2013,2967.49,1994.53,3610.57,4911.21,972.96,-1300.64
16-May-2013,9456.5,3803.81,2589.56,5297.31,5652.69,-2707.75
17-May-2013,3800.66,3066.3,4684.18,3141.12,734.36,1543.06
20-May-2013,2833.95,2966.7,4950.04,2855.09,-132.75,2094.95
21-May-2013,2521.94,4307.91,4433.19,3761.44,-1785.97,671.75
22-May-2013,3226.06,4593.91,7792.33,2161.65,-1367.85,5630.68
23-May-2013,5625.82,5046.11,2258.69,4559.41,579.71,-2300.72
24-May-2013,10381.83,5219.88,4698.34,3367.5,5161.95,1330.84
27-May-2013,4809.58,8764.73,5112.05,2980.42,-3955.15,2131.63
28-May-2013,6418.81,2946.1,2494.88,5622.45,3472.71,-3127.57
29-May-2013,2777.43,2787.31,4532.13,3111.8,-9.88,1420.33
30-May-2013,1753.31,3972.98,2997.29,7116.08,-2219.67,-4118.79
31-May-2013,4321.73,10989.92,3951.89,2610.36,-6668.19,1341.53
03-Jun-2013,6712.7,3820.57,4299.75,5796.65,2892.13,-1496.9
04-Jun-2013,4552.95,4445.95,3716.58,4069.01,107.0,-352.43
05-Jun-2013,5278.77,3521.03,4472.51,2692.11,1757.74,1780.4
06-Jun-2013,4384.55,7033.41,3854.25,2267.15,-2648.86,1587.1
07-Jun-2013,7094.57,3449.69,6258.13,5103.5,3644.88,1154.63
10-Jun-2013,3070.62,3317.05,8663.44,3178.88,-246.43,5484.56
11-Jun-2013,3903.99,2083.26,2697.22,4991.4,1820.73,-2294.18
12-Jun-2013,5509.11,7452.9,7069.36,3401.95,-1943.79,3667.41
13-Jun-2013,4461.51,6234.51,3008.86,818.84,-1773.0,2190.02
14-Jun-2013,5715.24,4107.12,2611.25,3938.05,1608.12,-1326.8
17-Jun-2013,2045.2,7489.97,2840.05,3224.49,-5444.77,-384.44
18-Jun-2013,4401.48,3208.62,3195.11,5979.08,1192.86,-2783.97
19-Jun-2013,3733.33,2145.66,5490.51,4295.22,1587.67,1195.29
20-Jun-2013,1667.99,6695.79,6964.78,2889.39,-5027.8,4075.39
21-Jun-2013,4699.75,4948.38,4329.13,6897.76,-248.63,-2568.63
24-Jun-2013,3911.74,4468.65,4800.26,6398.8,-556.91,-1598.54
25-Jun-2013,5403.35,6737.51,4426.52,3190.79,-1334.16,1235.73
26-Jun-2013,2515.29,4770.62,4590.57,3078.42,-2255.33,1512.15
27-Jun-2013,5114.53,7941.59,3966.35,4578.5,-2827.06,-612.15
28-Jun-2013,4066.68,6599.61,3908.28,5774.6,-2532.93,-1866.32
01-Jul-2013,5118.21,6006.65,3391.26,2333.99,-888.44,1057.27
02-Jul-2013,6181.83,3922.77,7739.97,2074.97,2259.06,5665.0
03-Jul-2013,3864.46,3623.83,4761.78,4290.92,240.63,470.86
04-Jul-2013,3778.58,6635.66,3101.85,5815.78,-2857.08,-2713.93
05-Jul-2013,10566.41,6854.56,3442.79,3118.25,3711.85,324.54
08-Jul-2013,5290.17,2823.97,4250.4,2363.39,2466.2,1887.01
09-Jul-2013,3406.1,2619.17,2626.86,2933.79,786.93,-306.93
10-Jul-2013,10531.45,8120.01,4096.85,3852.37,2411.44,244.48
11-Jul-2013,2401.49,7290.8,4115.49,3227.51,-4889.31,887.98
12-Jul-2013,3507.3,6046.83,4728.02,3951.73,-2539.53,776.29
15-Jul-2013,6374.99,7217.35,3869.42,3513.23,-842.36,356.19
16-Jul-2013,4686.17,4467.24,3909.62,1725.32,218.93,2184.3
17-Jul-2013,2579.55,3307.64,3332.13,1774.39,-728.09,1557.74
18-Jul-2013,3787.96,5628.1,3326.35,3991.73,-1840.14,-665.38
19-Jul-2013,2464.13,6323.18,5756.68,2410.48,-3859.05,3346.2
22-Jul-2013,4141.85,2698.51,4360.75,3663.0,1443.34,697.75
23-Jul-2013,4661.59,5203.97,4157.02,1967.75,-542.38,2189.27
24-Jul-2013,6869.54,3054.45,4201.69,3154.44,3815.09,1047.25
25-Jul-2013,8112.11,9099.12,4086.34,4173.98,-987.01,-87.64
26-Jul-2013,2968.84,2883.19,3458.41,3054.6,85.65,403.81
29-Jul-2013,3044.86,6748.46,2596.72,1797.99,-3703.6,798.73
30-Jul-2013,6634.64,4314.56,5740.15,3940.62,2320.08,1799.53
31-Jul-2013,6022.92,7448.98,4392.05,4167.23,-1426.06,224.82
01-Aug-2013,5769.37,3700.36,4185.8,5227.81,2069.01,-1042.01
02-Aug-2013,1787.97,9434.75,3208.75,2104.18,-7646.78,1104.57
05-Aug-2013,4463.18,5418.66,6175.14,2622.9,-955.48,3552.24
06-Aug-2013,4864.83,2977.22,4040.14,3089.01,1887.61,951.13
07-Aug-2013,14782.91,3561.38,4914.59,3439.36,11221.53,1475.23
08-Aug-2013,3988.72,7885.82,3836.84,3305.12,-3897.1,531.72
09-Aug-2013,4883.87,4757.85,4280.53,4714.8,126.02,-434.27
12-Aug-2013,7848.55,2429.37,2575.33,2589.21,5419.18,-13.88
13-Aug-2013,2732.79,3556.79,2863.37,2487.76,-824.0,375.61
14-Aug-2013,4255.54,4557.74,3421.78,1847.2,-302.2,1574.58
15-Aug-2013,10127.98,2879.41,12125.16,5209.08,7248.57,6916.08
16-Aug-2013,2051.4,10501.28,3884.6,4810.57,-8449.88,-925.97
19-Aug-2013,5643.99,5725.09,4971.48,3794.04,-81.1,1177.44
20-Aug-2013,6405.1,1944.54,3701.41,4018.91,4460.56,-317.5
21-Aug-2013,5766.27,5950.02,4534.6,2799.56,-183.75,1735.04
22-Aug-2013,5804.31,5539.02,6707.72,4127.93,265.29,2579.79
23-Aug-2013,2614.75,3155.58,6327.19,5598.69,-540.83,728.5
26-Aug-2013,5580.4,3998.61,3482.22,4065.13,1581.79,-582.91
27-Aug-2013,11069.84,3207.49,3962.04,2787.35,7862.35,1174.69
28-Aug-2013,5593.18,3805.24,4349.5,2602.13,1787.94,1747.37
29-Aug-2013,4461.64,5729.77,3672.27,4507.72,-1268.13,-835.45
30-Aug-2013,3802.07,5237.37,2893.21,2823.2,-1435.3,70.01
02-Sep-2013,4091.15,5140.64,5977.25,4263.32,-1049.49,1713.93
03-Sep-2013,1934.19,3257.25,2871.87,7655.49,-1323.06,-4783.62
04-Sep-2013,3843.97,6964.02,3594.23,5325.0,-3120.05,-1730.77
05-Sep-2013,6283.91,4366.33,2960.4,2431.29,1917.58,529.11
06-Sep-2013,5007.81,4449.02,4101.89,3584.02,558.79,517.87
09-Sep-2013,4577.63,3550.82,2759.68,2338.47,1026.81,421.21
10-Sep-2013,4454.8,6836.62,3985.83,4468.76,-2381.82,-482.93
11-Sep-2013,7302.46,4689.31,5667.24,2537.19,2613.15,3130.05
12-Sep-2013,4368.93,5622.96,2734.11,5362.99,-1254.03,-2628.88
13-Sep-2013,5458.69,5151.31,4405.44,1370.22,307.38,3035.22
16-Sep-2013,3124.81,4626.93,3720.7,4054.61,-1502.12,-333.91
17-Sep-2013,3855.69,3838.79,1982.41,7035.64,16.9,-5053.23
18-Sep-2013,4133.09,6865.98,3717.48,5997.05,-2732.89,-2279.57
19-Sep-2013,4321.38,6521.05,3562.57,2594.36,-2199.67,968.21
20-Sep-2013,2198.18,2927.17,7020.14,3696.51,-728.99,3323.63
23-Sep-2013,11454.66,2939.65,3312.44,5647.68,8515.01,-2335.24
24-Sep-2013,5466.21,2856.93,1904.69,4313.99,2609.28,-2409.3
25-Sep-2013,6817.27,2138.25,4191.59,5045.21,4679.02,-853.62
26-Sep-2013,5595.76,6670.9,2988.47,2690.11,-1075.14,298.36
27-Sep-2013,4702.7,5575.5,1492.08,3042.3,-872.8,-1550.22
30-Sep-2013,12155.4,3379.5,6464.21,4288.84,8775.9,2175.37
01-Oct-2013,6472.71,3020.17,3472.8,3250.47,3452.54,222.33
02-Oct-2013,5027.54,5086.06,6308.89,2235.86,-58.52,4073.03
03-Oct-2013,2146.97,3415.15,3953.1,3501.48,-1268.18,451.62
04-Oct-2013,4220.71,7331.07,2359.89,4028.5,-3110.36,-1668.61
07-Oct-2013,6356.25,3095.37,2568.58,2726.12,3260.88,-157.54
08-Oct-2013,5397.58,5129.23,4971.98,3359.21,268.35,1612.77
09-Oct-2013,3214.18,3347.34,3579.41,3790.7,-133.16,-211.29
10-Oct-2013,7497.83,2964.83,4921.32,2942.2,4533.0,1979.12
11-Oct-2013,3749.94,6960.33,3890.97,3254.56,-3210.39,636.41
14-Oct-2013,3847.57,13114.91,6720.79,6719.46,-9267.34,1.33
15-Oct-2013,5752.59,4365.58,3525.71,2321.48,1387.01,1204.23
16-Oct-2013,6900.25,5204.25,2886.98,2793.66,1696.0,93.32
17-Oct-2013,9174.26,3973.53,4691.47,6066.99,5200.73,-1375.52
18-Oct-2013,1923.98,3746.49,2777.28,6731.02,-1822.51,-3953.74
21-Oct-2013,6265.72,5237.77,2079.99,3071.12,1027.95,-991.13
22-Oct-2013,3150.46,2374.71,3260.96,3525.8,775.75,-264.84
23-Oct-2013,3304.92,7220.99,4533.09,5229.41,-3916.07,-696.32
24-Oct-2013,7383.68,3938.08,2148.04,4525.93,3445.6,-2377.89
25-Oct-2013,4798.52,4160.87,4409.98,4477.01,637.65,-67.03
28-Oct-2013,5970.59,5579.73,4689.11,5019.66,390.86,-330.55
29-Oct-2013,3829.18,14886.78,3734.34,4372.46,-11057.6,-638.12
30-Oct-2013,6761.84,1306.53,4982.45,2172.72,5455.31,2809.73
31-Oct-2013,11394.47,3889.44,4782.16,5187.15,7505.03,-404.99
01-Nov-2013,7854.52,3314.44,2342.51,2924.74,4540.08,-582.23
04-Nov-2013,4366.13,3837.13,4690.5,2941.98,529.0,1748.52
05-Nov-2013,3721.65,1077.51,2012.23,2874.67,2644.14,-862.44
06-Nov-2013,3818.57,3594.49,2356.89,3671.17,224.08,-1314.28
07-Nov-2013,4482.25,4058.23,3500.81,3712.23,424.02,-211.42
08-Nov-2013,1680.62,3199.98,2388.47,4227.72,-1519.36,-1839.25
11-Nov-2013,12014.53,2417.36,3553.44,1993.57,9597.17,1559.87
12-Nov-2013,6014.47,3153.92,4057.79,3097.27,2860.55,960.52
13-Nov-2013,1822.7,3016.72,4166.26,3437.65,-1194.02,728.61
14-Nov-2013,3003.75,2955.2,3168.38,3716.05,48.55,-547.67
15-Nov-2013,5777.83,1906.24,4198.72,6552.84,3871.59,-2354.12
18-Nov-2013,4561.12,3042.29,4438.57,2050.13,1518.83,2388.44
19-Nov-2013,4611.33,4409.9,3355.37,6028.32,201.43,-2672.95
20-Nov-2013,4791.33,6926.61,3384.44,4021.31,-2135.28,-636.87
21-Nov-2013,3300.8,5581.59,3641.65,3960.52,-2280.79,-318.87
22-Nov-2013,4515.62,3239.19,3207.04,4174.79,1276.43,-967.75
25-Nov-2013,6840.07,2864.33,3855.1,1968.92,3975.74,1886.18
26-Nov-2013,3824.94,4653.29,3729.14,1920.84,-828.35,1808.3
27-Nov-2013,5508.2,3651.47,3809.34,5030.05,1856.73,-1220.71
28-Nov-2013,7399.59,2896.6,3368.28,3035.12,4502.99,333.16
29-Nov-2013,3225.48,2430.79,2362.37,3325.65,794.69,-963.28
02-Dec-2013,3653.92,4560.73,5596.89,4343.71,-906.81,1253.18
03-Dec-2013,4110.34,5202.83,3387.91,2786.66,-1092.49,601.25
04-Dec-2013,3008.18,5464.2,5264.96,4046.5,-2456.02,1218.46
05-Dec-2013,5113.88,5416.17,2397.38,3844.43,-302.29,-1447.05
06-Dec-2013,5560.02,4082.32,6539.65,4305.34,1477.7,2234.31
09-Dec-2013,8726.0,7374.19,3668.51,3301.6,1351.81,366.91
10-Dec-2013,9662.53,2651.36,5052.38,2978.88,7011.17,2073.5
11-Dec-2013,3315.3,8360.65,5065.88,3374.9,-5045.35,1690.98
12-Dec-2013,2830.64,6883.13,2685.25,2244.43,-4052.49,440.82
13-Dec-2013,3553.66,2307.0,3066.13,5205.97,1246.66,-2139.84
16-Dec-2013,3534.71,7734.73,6560.15,5874.51,-4200.02,685.64
17-Dec-2013,3864.34,4898.22,4347.2,4799.97,-1033.88,-452.77
18-Dec-2013,3265.05,4421.52,5888.39,2156.1,-1156.47,3732.29
19-Dec-2013,3991.36,3860.39,2305.69,4471.3,130.97,-2165.61
20-Dec-2013,3283.12,5873.23,3952.59,5525.42,-2590.11,-1572.83
23-Dec-2013,6641.97,7874.96,3836.16,2345.96,-1232.99,1490.2
24-Dec-2013,3751.87,6457.4,5319.31,2337.05,-2705.53,2982.26
25-Dec-2013,2711.47,2961.68,2236.52,2931.74,-250.21,-695.22
26-Dec-2013,3918.35,3328.17,1861.65,6655.7,590.18,-4794.05
27-Dec-2013,3631.3,2940.83,4150.94,2298.82,690.47,1852.12
30-Dec-2013,6865.8,5607.6,6126.04,3871.9,1258.2,2254.14
31-Dec-2013,5058.6,6832.29,2228.58,4266.82,-1773.69,-2038.24
01-Jan-2014,4871.7,6772.93,5441.18,2287.07,-1901.23,3154.11
02-Jan-2014,4556.73,6236.9,7241.32,4450.12,-1680.17,2791.2
03-Jan-2014,7704.92,2302.81,3891.1,5387.95,5402.11,-1496.85
06-Jan-2014,2334.49,4775.47,4134.56,2884.13,-2440.98,1250.43
07-Jan-2014,4732.26,5115.64,2889.17,4156.22,-383.38,-1267.05
08-Jan-2014,6798.17,7832.88,5668.01,4928.36,-1034.71,739.65
09-Jan-2014,3410.21,4990.71,2691.18,2057.29,-1580.5,633.89
10-Jan-2014,2291.06,2057.59,4739.12,3502.45,233.47,1236.67
13-Jan-2014,7803.77,4693.27,3808.88,2310.41,3110.5,1498.47
14-Jan-2014,4366.31,3082.21,3694.52,3682.33,1284.1,12.19
15-Jan-2014,10097.78,5773.75,3977.26,4729.76,4324.03,-752.5
16-Jan-2014,4510.83,5297.85,2907.2,4154.91,-787.02,-1247.71
17-Jan-2014,3508.4,1361.55,5036.87,5626.3,2146.85,-589.43
20-Jan-2014,3835.69,2693.57,6425.19,6326.46,1142.12,98.73
21-Jan-2014,5005.08,2183.22,4531.49,1778.37,2821.86,2753.12
22-Jan-2014,4898.9,2654.21,2324.99,4213.97,2244.69,-1888.98
23-Jan-2014,4955.39,8839.58,4105.04,3719.71,-3884.19,385.33
24-Jan-2014,4254.43,4014.39,3889.85,4669.62,240.04,-779.77
27-Jan-2014,4466.96,5629.31,4967.8,9457.38,-1162.35,-4489.58
28-Jan-2014,4049.31,9527.02,4688.62,5350.14,-5477.71,-661.52
29-Jan-2014,6152.85,8306.51,4641.73,2177.01,-2153.66,2464.72
30-Jan-2014,5738.38,4682.42,2506.07,3491.77,1055.96,-985.7
31-Jan-2014,13772.97,4798.58,2480.32,7037.5,8974.39,-4557.18
03-Feb-2014,3653.13,4549.14,2928.66,6233.94,-896.01,-3305.28
04-Feb-2014,12081.49,4521.12,4523.57,5930.14,7560.37,-1406.57
05-Feb-2014,15276.58,5722.09,4866.71,5772.67,9554.49,-905.96
06-Feb-2014,15420.18,4314.6,5350.2,3350.34,11105.58,1999.86
07-Feb-2014,2057.23,3895.35,1651.27,4263.66,-1838.12,-2612.39
10-Feb-2014,5431.73,5393.88,7305.09,7184.77,37.85,120.32
11-Feb-2014,3717.34,2684.76,3269.42,2543.32,1032.58,726.1
12-Feb-2014,5094.32,4127.5,3263.89,3628.41,966.82,-364.52
13-Feb-2014,2260.84,5293.48,4744.34,4459.62,-3032.64,284.72
14-Feb-2014,13769.77,3185.73,3344.05,5590.68,10584.04,-2246.63
17-Feb-2014,3478.52,4914.34,1907.4,3981.51,-1435.82,-2074.11
18-Feb-2014,6047.2,5547.58,4220.61,2281.25,499.62,1939.36
19-Feb-2014,6757.87,5476.9,2829.58,4868.16,1280.97,-2038.58
20-Feb-2014,4976.06,2873.04,1855.35,1555.02,2103.02,300.33
21-Feb-2014,3095.15,5008.42,2345.16,2946.59,-1913.27,-601.43
24-Feb-2014,3482.75,3541.25,2380.91,2613.2,-58.5,-232.29
25-Feb-2014,4011.53,13192.56,3009.44,4071.98,-9181.03,-1062.54
26-Feb-2014,4249.79,7983.42,3293.39,1843.18,-3733.63,1450.21
27-Feb-2014,2725.51,5894.24,5700.48,3454.74,-3168.73,2245.74
28-Feb-2014,7980.53,5773.11,4312.44,2178.45,2207.42,2133.99
03-Mar-2014,6601.96,3843.76,4121.13,2077.67,2758.2,2043.46
04-Mar-2014,4468.74,3858.0,3691.57,3514.38,610.74,177.19
05-Mar-2014,3196.25,2874.06,5381.7,5568.35,322.19,-186.65
06-Mar-2014,4199.48,4842.37,3951.53,8873.02,-642.89,-4921.49
07-Mar-2014,1937.08,8156.47,2101.17,1893.15,-6219.39,208.02
10-Mar-2014,4403.91,3650.83,4269.1,2116.35,753.08,2152.75
11-Mar-2014,6260.42,3829.12,5089.12,4986.57,2431.3,102.55
12-Mar-2014,3611.65,2251.19,5180.96,1675.46,1360.46,3505.5
13-Mar-2014,9302.8,2970.89,9028.0,5443.35,6331.91,3584.65
14-Mar-2014,4828.42,8884.27,5566.83,2529.47,-4055.85,3037.36
17-Mar-2014,4539.86,1841.8,4525.99,1611.71,2698.06,2914.28
18-Mar-2014,1895.03,4135.59,6470.48,2901.18,-2240.56,3569.3
19-Mar-2014,5502.74,3139.91,2375.61,2211.53,2362.83,164.08
20-Mar-2014,6201.99,3853.23,1391.24,3991.11,2348.76,-2599.87
21-Mar-2014,7860.64,1188.01,6877.89,5662.32,6672.63,1215.57
24-Mar-2014,2778.1,5482.74,4075.19,2318.73,-2704.64,1756.46
25-Mar-2014,8263.46,4856.32,3212.53,3607.47,3407.14,-394.94
26-Mar-2014,7501.35,3063.84,5292.77,1935.15,4437.51,3357.62
27-Mar-2014,2852.31,9190.84,3649.99,6316.16,-6338.53,-2666.17
28-Mar-2014,7546.9,2387.68,3790.64,1858.3,5159.22,1932.34
31-Mar-2014,5050.23,5033.98,5012.21,3386.21,16.25,1626.0
01-Apr-2014,6690.0,6056.32,5319.61,3371.07,633.68,1948.54
02-Apr-2014,5776.0,2022.07,4977.04,1807.99,3753.93,3169.05
03-Apr-2014,2683.68,3008.44,4537.77,3704.79,-324.76,832.98
04-Apr-2014,4059.47,5916.81,3015.15,3229.41,-1857.34,-214.26
07-Apr-2014,6722.72,3238.68,2918.86,3041.37,3484.04,-122.51
08-Apr-2014,2583.98,2590.64,3756.06,4332.6,-6.66,-576.54
09-Apr-2014,4397.87,3311.68,2496.11,6256.52,1086.19,-3760.41
10-Apr-2014,4407.5,3485.0,2554.91,1670.68,922.5,884.23
11-Apr-2014,2638.83,4021.64,2301.7,2195.34,-1382.81,106.36
14-Apr-2014,7228.68,6409.5,4267.63,1950.95,819.18,2316.68
15-Apr-2014,3210.19,4536.24,5680.45,2752.84,-1326.05,2927.61
16-Apr-2014,6969.57,3747.83,4544.08,5630.94,3221.74,-1086.86
17-Apr-2014,3287.06,7379.27,3901.45,3385.41,-4092.21,516.04
18-Apr-2014,1995.7,3792.73,5673.43,3531.31,-1797.03,2142.12
21-Apr-2014,10023.9,4397.7,3872.05,2081.07,5626.2,1790.98
22-Apr-2014,5789.51,3613.9,2726.77,3631.78,2175.61,-905.01
23-Apr-2014,2181.84,8299.12,3163.07,4486.0,-6117.28,-1322.93
24-Apr-2014,6003.2,3762.99,3825.68,2679.78,2240.21,1145.9
25-Apr-2014,8993.38,6055.78,6574.92,2267.42,2937.6,4307.5
28-Apr-2014,3474.21,5400.13,2690.81,2119.61,-1925.92,571.2
29-Apr-2014,2508.75,6673.28,3215.89,3485.28,-4164.53,-269.39
30-Apr-2014,5192.72,2829.95,3380.15,3216.06,2362.77,164.09
01-May-2014,7226.22,2312.03,3236.91,3375.33,4914.19,-138.42
02-May-2014,6858.25,7262.01,3274.22,3741.72,-403.76,-467.5
05-May-2014,2434.1,4111.41,3901.22,3611.32,-1677.31,289.9
06-May-2014,8666.92,6946.13,4350.48,2736.94,1720.79,1613.54
07-May-2014,5713.81,4467.72,4515.44,4558.01,1246.09,-42.57
08-May-2014,3141.83,4480.57,4832.93,2268.62,-1338.74,2564.31
09-May-2014,5775.84,2673.62,5936.86,6397.83,3102.22,-460.97
12-May-2014,4952.02,5119.84,5088.89,3214.09,-167.82,1874.8
13-May-2014,2548.43,7094.99,3391.48,2336.14,-4546.56,1055.34
14-May-2014,3504.4,6669.2,6605.2,2060.58,-3164.8,4544.62
15-May-2014,6503.2,7447.42,3920.13,2392.89,-944.22,1527.24
16-May-2014,6229.19,3517.32,5928.19,3696.46,2711.87,2231.73
19-May-2014,4292.39,2983.94,3222.12,1985.19,1308.45,1236.93
20-May-2014,8305.65,1948.27,4128.98,2253.89,6357.38,1875.09
21-May-2014,6837.54,4180.46,6146.81,2408.54,2657.08,3738.27
22-May-2014,4385.91,2731.63,3387.59,2436.12,1654.28,951.47
23-May-2014,4290.84,3814.66,3041.85,5683.73,476.18,-2641.88
26-May-2014,4701.56,7234.55,2910.38,2388.27,-2532.99,522.11
27-May-2014,5691.08,5193.42,3144.82,4247.06,497.66,-1102.24
28-May-2014,6782.11,1414.35,3302.87,2240.56,5367.76,1062.31
29-May-2014,7928.98,3611.37,3403.99,3114.63,4317.61,289.36
30-May-2014,3916.91,6397.42,4896.61,1490.37,-2480.51,3406.24
02-Jun-2014,3884.09,3680.96,3981.73,4057.41,203.13,-75.68
03-Jun-2014,1735.77,5118.25,10566.47,4571.44,-3382.48,5995.03
04-Jun-2014,3461.52,2989.48,6860.69,3012.0,472.04,3848.69
05-Jun-2014,3191.82,5330.96,2942.92,3202.44,-2139.14,-259.52
06-Jun-2014,16155.47,1869.09,3896.23,2466.67,14286.38,1429.56
09-Jun-2014,3640.72,3237.06,3004.89,3965.34,403.66,-960.45
10-Jun-2014,3291.92,7837.27,2792.49,3814.73,-4545.35,-1022.24
11-Jun-2014,2582.84,6010.22,1593.65,3618.13,-3427.38,-2024.48
12-Jun-2014,5045.79,5059.63,1882.88,2926.96,-13.84,-1044.08
13-Jun-2014,10294.98,2924.63,5229.92,2740.44,7370.35,2489.48
16-Jun-2014,5547.37,3596.98,5589.29,2174.59,1950.39,3414.7
17-Jun-2014,4007.63,4907.01,5423.92,1683.52,-899.38,3740.4
18-Jun-2014,4385.17,3001.12,7382.35,5919.61,1384.05,1462.74
19-Jun-2014,3426.93,4344.73,3482.03,3983.49,-917.8,-501.46
20-Jun-2014,7879.48,5979.13,5185.75,3112.49,1900.35,2073.26
23-Jun-2014,7116.2,3408.71,2717.43,1800.24,3707.49,917.19
24-Jun-2014,5960.03,1569.04,4277.74,1749.55,4390.99,2528.19
25-Jun-2014,5406.86,6085.78,5106.65,2624.14,-678.92,2482.51
26-Jun-2014,3458.07,6117.82,4877.02,4730.93,-2659.75,146.09
27-Jun-2014,5073.32,6463.63,6624.04,4942.02,-1390.31,1682.02
30-Jun-2014,5220.89,6384.91,3646.08,3306.26,-1164.02,339.82
01-Jul-2014,4744.39,3079.15,2652.67,1944.11,1665.24,708.56
02-Jul-2014,6189.46,3900.61,3875.86,2965.69,2288.85,910.17
03-Jul-2014,5026.33,2202.94,7225.28,6655.2,2823.39,570.08
04-Jul-2014,4268.96,8254.81,4035.97,4356.5,-3985.85,-320.53
07-Jul-2014,4981.32,9452.99,4961.65,2982.13,-4471.67,1979.52
08-Jul-2014,3043.33,5405.16,3246.99,4393.57,-2361.83,-1146.58
09-Jul-2014,8557.3,6055.67,2492.38,3311.26,2501.63,-818.88
10-Jul-2014,9218.95,5653.63,2504.72,5638.71,3565.32,-3133.99
11-Jul-2014,4460.37,1887.6,4594.27,1160.64,2572.77,3433.63
14-Jul-2014,2633.29,2337.96,3305.28,2073.68,295.33,1231.6
15-Jul-2014,4845.53,1805.03,10929.87,3553.29,3040.5,7376.58
16-Jul-2014,7546.07,2686.02,3822.34,2615.52,4860.05,1206.82
17-Jul-2014,3973.92,2294.0,2436.0,2710.93,1679.92,-274.93
18-Jul-2014,2260.43,2783.57,2163.22,3729.81,-523.14,-1566.59
21-Jul-2014,6747.58,4572.88,1521.85,4385.48,2174.7,-2863.63
22-Jul-2014,1344.82,3122.53,5142.15,2868.84,-1777.71,2273.31
23-Jul-2014,3764.65,7934.1,3777.11,4535.15,-4169.45,-758.04
24-Jul-2014,3954.3,3898.49,5728.13,3247.8,55.81,2480.33
25-Jul-2014,7926.12,5524.94,2022.65,2408.36,2401.18,-385.71
28-Jul-2014,2679.68,2957.31,2621.8,2115.01,-277.63,506.79
29-Jul-2014,2802.27,4961.45,8382.61,5431.55,-2159.18,2951.06
30-Jul-2014,6568.12,9051.77,4947.43,3186.48,-2483.65,1760.95
31-Jul-2014,11407.36,5609.13,4777.33,4111.26,5798.23,666.07
01-Aug-2014,3547.86,4500.12,6101.29,6513.52,-952.26,-412.23
04-Aug-2014,3882.26,3119.92,3629.97,10033.66,762.34,-6403.69
05-Aug-2014,2882.05,3399.78,3627.11,1739.42,-517.73,1887.69
06-Aug-2014,2204.39,4773.05,6338.68,2220.96,-2568.66,4117.72
07-Aug-2014,5365.85,4741.5,4990.31,3275.62,624.35,1714.69
08-Aug-2014,3935.01,6539.22,4918.36,3464.21,-2604.21,1454.15
11-Aug-2014,3279.91,3317.82,4363.59,1824.65,-37.91,2538.94
12-Aug-2014,1935.68,3096.83,5524.11,1945.31,-1161.15,3578.8
13-Aug-2014,7338.31,4254.69,2149.77,3206.72,3083.62,-1056.95
14-Aug-2014,7042.96,9070.69,5274.31,1647.26,-2027.73,3627.05
