Date,Stocks Above 50 DMA (%),Stocks Above 200 DMA (%),Universe Size
01-Nov-2012,85.28,80.56,500
02-Nov-2012,83.34,76.74,500
05-Nov-2012,84.02,67.72,500
06-Nov-2012,84.29,84.5,500
07-Nov-2012,82.26,74.52,500
08-Nov-2012,80.93,81.49,500
09-Nov-2012,80.5,77.94,500
12-Nov-2012,79.63,68.42,500
13-Nov-2012,78.8,69.72,500
14-Nov-2012,80.97,63.69,500
15-Nov-2012,82.76,72.27,500
16-Nov-2012,83.17,67.28,500
19-Nov-2012,82.69,67.97,500
20-Nov-2012,85.56,72.56,500
21-Nov-2012,86.62,78.24,500
22-Nov-2012,86.48,83.5,500
23-Nov-2012,88.38,81.75,500
26-Nov-2012,87.56,74.27,500
27-Nov-2012,86.39,76.34,500
28-Nov-2012,88.2,79.62,500
29-Nov-2012,88.59,77.14,500
30-Nov-2012,87.14,85.46,500
03-Dec-2012,86.0,75.12,500
04-Dec-2012,84.77,80.57,500
05-Dec-2012,82.26,79.97,500
06-Dec-2012,81.91,73.89,500
07-Dec-2012,78.45,75.52,500
10-Dec-2012,77.83,71.05,500
11-Dec-2012,78.13,70.37,500
12-Dec-2012,76.79,68.55,500
13-Dec-2012,76.83,73.06,500
14-Dec-2012,73.75,67.61,500
17-Dec-2012,73.56,66.42,500
18-Dec-2012,75.38,63.51,500
19-Dec-2012,75.53,68.23,500
20-Dec-2012,75.54,71.06,500
21-Dec-2012,75.22,71.06,500
24-Dec-2012,76.38,68.41,500
25-Dec-2012,74.64,70.29,500
26-Dec-2012,74.12,64.77,500
27-Dec-2012,75.47,64.78,500
28-Dec-2012,73.47,67.38,500
31-Dec-2012,75.39,67.27,500
01-Jan-2013,76.76,58.73,500
02-Jan-2013,77.15,72.86,500
03-Jan-2013,76.18,70.98,500
04-Jan-2013,78.97,72.0,500
07-Jan-2013,79.0,69.46,500
08-Jan-2013,82.91,79.06,500
09-Jan-2013,80.37,68.99,500
10-Jan-2013,79.37,75.2,500
11-Jan-2013,81.77,77.92,500
14-Jan-2013,83.95,75.4,500
15-Jan-2013,82.64,78.35,500
16-Jan-2013,81.55,74.73,500
17-Jan-2013,79.89,74.91,500
18-Jan-2013,80.35,79.2,500
21-Jan-2013,80.41,74.67,500
22-Jan-2013,82.33,73.21,500
23-Jan-2013,80.87,76.7,500
24-Jan-2013,78.59,66.27,500
25-Jan-2013,80.64,70.62,500
28-Jan-2013,84.69,74.27,500
29-Jan-2013,83.96,74.91,500
30-Jan-2013,86.47,75.35,500
31-Jan-2013,86.95,81.13,500
01-Feb-2013,85.75,75.49,500
04-Feb-2013,87.86,83.28,500
05-Feb-2013,86.3,78.84,500
06-Feb-2013,86.42,83.84,500
07-Feb-2013,87.41,78.38,500
08-Feb-2013,85.35,79.43,500
11-Feb-2013,85.32,83.68,500
12-Feb-2013,86.07,78.43,500
13-Feb-2013,87.35,81.78,500
14-Feb-2013,86.29,77.33,500
15-Feb-2013,86.7,77.78,500
18-Feb-2013,86.78,80.27,500
19-Feb-2013,87.92,81.34,500
20-Feb-2013,87.76,80.94,500
21-Feb-2013,87.95,84.72,500
22-Feb-2013,89.21,89.97,500
25-Feb-2013,86.42,79.07,500
26-Feb-2013,87.77,88.06,500
27-Feb-2013,86.92,79.12,500
28-Feb-2013,85.35,82.99,500
01-Mar-2013,87.24,85.05,500
04-Mar-2013,85.51,79.91,500
05-Mar-2013,86.64,79.8,500
06-Mar-2013,88.24,78.94,500
07-Mar-2013,89.64,84.06,500
08-Mar-2013,89.14,84.2,500
11-Mar-2013,87.67,87.01,500
12-Mar-2013,87.74,82.7,500
13-Mar-2013,86.57,78.63,500
14-Mar-2013,86.69,83.89,500
15-Mar-2013,86.47,89.99,500
18-Mar-2013,87.45,81.45,500
19-Mar-2013,85.62,80.36,500
20-Mar-2013,84.99,83.66,500
21-Mar-2013,85.18,77.64,500
22-Mar-2013,82.69,76.02,500
25-Mar-2013,81.94,81.67,500
26-Mar-2013,82.52,73.49,500
27-Mar-2013,83.33,73.55,500
28-Mar-2013,85.03,79.8,500
29-Mar-2013,83.65,71.91,500
01-Apr-2013,85.54,75.79,500
02-Apr-2013,84.9,80.62,500
03-Apr-2013,86.52,83.26,500
04-Apr-2013,87.02,72.32,500
05-Apr-2013,88.64,76.37,500
08-Apr-2013,86.43,84.42,500
09-Apr-2013,87.21,87.57,500
10-Apr-2013,86.66,76.75,500
11-Apr-2013,86.14,83.21,500
12-Apr-2013,85.79,78.74,500
15-Apr-2013,84.56,79.22,500
16-Apr-2013,83.16,81.22,500
17-Apr-2013,83.45,76.97,500
18-Apr-2013,82.68,72.69,500
19-Apr-2013,82.74,86.76,500
22-Apr-2013,84.1,76.8,500
23-Apr-2013,86.86,84.87,500
24-Apr-2013,85.6,82.12,500
25-Apr-2013,85.68,79.23,500
26-Apr-2013,85.02,78.13,500
29-Apr-2013,84.69,73.21,500
30-Apr-2013,84.44,71.18,500
01-May-2013,83.94,76.66,500
02-May-2013,83.22,71.53,500
03-May-2013,84.08,72.02,500
06-May-2013,83.15,73.65,500
07-May-2013,83.9,78.79,500
08-May-2013,83.16,77.96,500
09-May-2013,81.91,74.72,500
10-May-2013,82.67,82.09,500
13-May-2013,82.1,79.26,500
14-May-2013,80.37,74.34,500
15-May-2013,81.81,82.81,500
16-May-2013,81.11,73.14,500
17-May-2013,80.84,70.97,500
20-May-2013,79.82,73.86,500
21-May-2013,80.56,76.33,500
22-May-2013,80.04,72.19,500
23-May-2013,81.37,71.27,500
24-May-2013,81.61,79.57,500
27-May-2013,82.32,80.59,500
28-May-2013,80.84,79.79,500
29-May-2013,79.72,66.31,500
30-May-2013,79.11,76.68,500
31-May-2013,80.14,66.84,500
03-Jun-2013,79.67,77.94,500
04-Jun-2013,78.08,73.5,500
05-Jun-2013,77.23,67.43,500
06-Jun-2013,79.06,74.4,500
07-Jun-2013,77.96,72.07,500
10-Jun-2013,74.98,64.53,500
11-Jun-2013,73.93,69.8,500
12-Jun-2013,73.47,62.78,500
13-Jun-2013,73.58,68.02,500
14-Jun-2013,73.52,66.93,500
17-Jun-2013,74.64,69.14,500
18-Jun-2013,76.48,67.75,500
19-Jun-2013,76.33,70.79,500
20-Jun-2013,76.92,75.04,500
21-Jun-2013,75.21,70.74,500
24-Jun-2013,77.4,65.04,500
25-Jun-2013,78.53,67.05,500
26-Jun-2013,79.44,79.64,500
27-Jun-2013,78.51,70.84,500
28-Jun-2013,78.39,71.23,500
01-Jul-2013,77.14,63.51,500
02-Jul-2013,76.41,73.26,500
03-Jul-2013,76.93,71.55,500
04-Jul-2013,77.36,72.14,500
05-Jul-2013,78.07,74.75,500
08-Jul-2013,77.08,64.04,500
09-Jul-2013,75.72,72.81,500
10-Jul-2013,77.09,67.7,500
11-Jul-2013,77.02,66.11,500
12-Jul-2013,74.53,56.17,500
15-Jul-2013,73.98,64.44,500
16-Jul-2013,73.4,66.23,500
17-Jul-2013,74.51,65.15,500
18-Jul-2013,73.16,71.8,500
19-Jul-2013,71.29,63.38,500
22-Jul-2013,70.15,57.08,500
23-Jul-2013,71.21,65.04,500
24-Jul-2013,71.13,63.01,500
25-Jul-2013,73.46,60.23,500
26-Jul-2013,73.66,63.7,500
29-Jul-2013,73.12,65.41,500
30-Jul-2013,75.46,71.71,500
31-Jul-2013,78.11,72.85,500
01-Aug-2013,75.53,63.12,500
02-Aug-2013,75.59,67.44,500
05-Aug-2013,76.03,65.24,500
06-Aug-2013,74.58,66.32,500
07-Aug-2013,75.35,72.99,500
08-Aug-2013,75.64,62.56,500
09-Aug-2013,75.72,72.57,500
12-Aug-2013,75.85,69.1,500
13-Aug-2013,76.03,71.78,500
14-Aug-2013,74.46,74.29,500
15-Aug-2013,74.25,70.17,500
16-Aug-2013,73.81,67.6,500
19-Aug-2013,75.73,73.33,500
20-Aug-2013,77.37,64.46,500
21-Aug-2013,78.67,71.1,500
22-Aug-2013,77.92,68.69,500
23-Aug-2013,77.88,66.98,500
26-Aug-2013,76.73,76.73,500
27-Aug-2013,77.18,69.07,500
28-Aug-2013,76.07,73.56,500
29-Aug-2013,76.15,72.17,500
30-Aug-2013,75.79,65.3,500
02-Sep-2013,76.24,63.71,500
03-Sep-2013,74.54,65.54,500
04-Sep-2013,74.67,66.65,500
05-Sep-2013,74.1,74.9,500
06-Sep-2013,72.86,70.45,500
09-Sep-2013,73.51,68.8,500
10-Sep-2013,73.44,74.65,500
11-Sep-2013,73.23,70.47,500
12-Sep-2013,72.63,70.46,500
13-Sep-2013,73.98,60.57,500
16-Sep-2013,75.53,78.0,500
17-Sep-2013,75.21,68.21,500
18-Sep-2013,75.36,63.57,500
19-Sep-2013,74.17,65.52,500
20-Sep-2013,74.26,69.21,500
23-Sep-2013,77.52,77.78,500
24-Sep-2013,77.49,73.13,500
25-Sep-2013,77.96,84.24,500
26-Sep-2013,75.64,67.6,500
27-Sep-2013,76.26,65.03,500
30-Sep-2013,77.57,69.17,500
01-Oct-2013,78.08,68.3,500
02-Oct-2013,78.09,73.2,500
03-Oct-2013,77.37,68.13,500
04-Oct-2013,76.7,76.91,500
07-Oct-2013,76.37,69.61,500
08-Oct-2013,77.79,70.38,500
09-Oct-2013,76.79,75.26,500
10-Oct-2013,76.18,70.33,500
11-Oct-2013,76.23,58.64,500
14-Oct-2013,75.49,72.68,500
15-Oct-2013,75.3,69.83,500
16-Oct-2013,74.93,66.21,500
17-Oct-2013,76.0,74.09,500
18-Oct-2013,76.22,69.81,500
21-Oct-2013,76.64,69.78,500
22-Oct-2013,77.21,61.43,500
23-Oct-2013,78.86,75.31,500
24-Oct-2013,79.07,73.29,500
25-Oct-2013,79.06,63.84,500
28-Oct-2013,79.47,70.24,500
29-Oct-2013,78.83,71.73,500
30-Oct-2013,80.8,81.12,500
31-Oct-2013,83.01,75.31,500
01-Nov-2013,81.83,74.86,500
04-Nov-2013,81.41,76.77,500
05-Nov-2013,81.43,76.43,500
06-Nov-2013,82.36,76.08,500
07-Nov-2013,82.86,74.0,500
08-Nov-2013,82.62,73.47,500
11-Nov-2013,85.96,82.85,500
12-Nov-2013,84.54,75.79,500
13-Nov-2013,84.34,82.39,500
14-Nov-2013,82.77,75.45,500
15-Nov-2013,83.74,75.69,500
18-Nov-2013,84.09,74.84,500
19-Nov-2013,85.45,87.53,500
20-Nov-2013,83.95,80.05,500
21-Nov-2013,83.59,76.12,500
22-Nov-2013,82.69,78.67,500
25-Nov-2013,82.25,72.19,500
26-Nov-2013,81.46,80.39,500
27-Nov-2013,81.48,75.67,500
28-Nov-2013,79.5,77.71,500
29-Nov-2013,81.13,71.13,500
02-Dec-2013,80.92,70.37,500
03-Dec-2013,81.44,71.01,500
04-Dec-2013,82.22,76.04,500
05-Dec-2013,81.76,81.24,500
06-Dec-2013,80.96,70.58,500
09-Dec-2013,79.26,68.55,500
10-Dec-2013,79.79,70.41,500
11-Dec-2013,80.71,70.2,500
12-Dec-2013,80.82,68.34,500
13-Dec-2013,80.17,74.68,500
16-Dec-2013,80.97,71.46,500
17-Dec-2013,80.17,71.78,500
18-Dec-2013,77.78,66.87,500
19-Dec-2013,79.44,70.46,500
20-Dec-2013,80.62,65.04,500
23-Dec-2013,80.78,80.82,500
24-Dec-2013,81.55,71.94,500
25-Dec-2013,80.94,71.21,500
26-Dec-2013,82.45,77.23,500
27-Dec-2013,81.9,74.94,500
30-Dec-2013,82.48,82.68,500
31-Dec-2013,84.53,76.34,500
01-Jan-2014,87.21,77.1,500
02-Jan-2014,87.07,77.97,500
03-Jan-2014,85.83,78.89,500
06-Jan-2014,86.12,78.1,500
07-Jan-2014,85.46,78.01,500
08-Jan-2014,86.92,83.25,500
09-Jan-2014,86.77,87.78,500
10-Jan-2014,86.12,75.87,500
13-Jan-2014,86.64,75.97,500
14-Jan-2014,85.45,78.27,500
15-Jan-2014,86.18,74.46,500
16-Jan-2014,86.27,81.02,500
17-Jan-2014,86.63,73.79,500
20-Jan-2014,84.16,79.58,500
21-Jan-2014,80.76,75.65,500
22-Jan-2014,81.53,76.06,500
23-Jan-2014,83.9,74.22,500
24-Jan-2014,82.76,76.3,500
27-Jan-2014,83.68,72.54,500
28-Jan-2014,84.01,72.9,500
29-Jan-2014,82.52,72.37,500
30-Jan-2014,83.08,67.88,500
31-Jan-2014,81.74,71.17,500
03-Feb-2014,82.46,75.37,500
04-Feb-2014,82.04,78.59,500
05-Feb-2014,80.56,74.22,500
06-Feb-2014,80.31,70.95,500
07-Feb-2014,79.32,69.82,500
10-Feb-2014,80.34,78.65,500
11-Feb-2014,82.22,77.28,500
12-Feb-2014,83.68,74.96,500
13-Feb-2014,84.35,69.3,500
14-Feb-2014,83.94,83.76,500
17-Feb-2014,82.28,78.74,500
18-Feb-2014,80.65,76.67,500
19-Feb-2014,79.92,76.02,500
20-Feb-2014,78.27,71.93,500
21-Feb-2014,78.45,78.62,500
24-Feb-2014,79.09,74.0,500
25-Feb-2014,79.17,71.15,500
26-Feb-2014,78.91,67.93,500
27-Feb-2014,77.82,70.79,500
28-Feb-2014,78.37,69.78,500
03-Mar-2014,77.9,68.65,500
04-Mar-2014,77.9,77.46,500
05-Mar-2014,75.96,67.62,500
06-Mar-2014,75.68,67.5,500
07-Mar-2014,74.69,73.4,500
10-Mar-2014,74.65,72.89,500
11-Mar-2014,75.5,70.35,500
12-Mar-2014,75.12,59.3,500
13-Mar-2014,75.52,67.49,500
14-Mar-2014,76.1,68.48,500
17-Mar-2014,75.75,64.72,500
18-Mar-2014,76.77,66.9,500
19-Mar-2014,78.34,77.53,500
20-Mar-2014,80.03,71.58,500
21-Mar-2014,82.3,76.01,500
24-Mar-2014,81.8,75.54,500
25-Mar-2014,80.33,69.77,500
26-Mar-2014,78.72,71.31,500
27-Mar-2014,77.34,71.29,500
28-Mar-2014,77.04,66.62,500
31-Mar-2014,77.03,65.73,500
01-Apr-2014,77.95,75.23,500
02-Apr-2014,79.71,72.91,500
03-Apr-2014,79.02,70.77,500
04-Apr-2014,80.3,74.29,500
07-Apr-2014,81.38,67.88,500
08-Apr-2014,82.19,74.62,500
09-Apr-2014,82.52,87.09,500
10-Apr-2014,82.58,74.1,500
11-Apr-2014,82.34,73.82,500
14-Apr-2014,85.05,77.77,500
15-Apr-2014,86.24,86.19,500
16-Apr-2014,88.03,82.72,500
17-Apr-2014,87.05,73.56,500
18-Apr-2014,87.86,78.05,500
21-Apr-2014,86.33,79.32,500
22-Apr-2014,88.18,81.52,500
23-Apr-2014,89.82,87.32,500
24-Apr-2014,90.61,78.36,500
25-Apr-2014,91.88,89.49,500
28-Apr-2014,93.06,85.66,500
29-Apr-2014,93.53,84.83,500
30-Apr-2014,94.08,87.63,500
01-May-2014,95.58,95.77,500
02-May-2014,96.0,86.52,500
05-May-2014,96.0,82.44,500
06-May-2014,96.0,89.98,500
07-May-2014,96.0,86.2,500
08-May-2014,96.0,88.26,500
09-May-2014,96.0,98.0,500
12-May-2014,96.0,90.67,500
13-May-2014,96.0,95.19,500
14-May-2014,96.0,86.19,500
15-May-2014,96.0,90.94,500
16-May-2014,96.0,92.2,500
19-May-2014,96.0,80.78,500
20-May-2014,96.0,91.42,500
21-May-2014,96.0,90.93,500
22-May-2014,96.0,93.83,500
23-May-2014,96.0,82.35,500
26-May-2014,96.0,87.2,500
27-May-2014,96.0,90.42,500
28-May-2014,96.0,86.01,500
29-May-2014,96.0,89.33,500
30-May-2014,96.0,87.23,500
02-Jun-2014,96.0,94.76,500
03-Jun-2014,96.0,88.06,500
04-Jun-2014,96.0,90.22,500
05-Jun-2014,96.0,92.79,500
06-Jun-2014,96.0,85.2,500
09-Jun-2014,96.0,84.71,500
10-Jun-2014,96.0,86.75,500
11-Jun-2014,96.0,83.79,500
12-Jun-2014,96.0,88.43,500
13-Jun-2014,96.0,84.28,500
16-Jun-2014,96.0,88.28,500
17-Jun-2014,96.0,78.87,500
18-Jun-2014,96.0,91.88,500
19-Jun-2014,96.0,91.23,500
20-Jun-2014,96.0,87.64,500
23-Jun-2014,96.0,92.96,500
24-Jun-2014,96.0,81.19,500
25-Jun-2014,96.0,90.86,500
26-Jun-2014,96.0,88.55,500
27-Jun-2014,96.0,85.94,500
30-Jun-2014,96.0,93.19,500
01-Jul-2014,96.0,91.39,500
02-Jul-2014,96.0,87.45,500
03-Jul-2014,96.0,90.33,500
04-Jul-2014,96.0,85.64,500
07-Jul-2014,96.0,88.09,500
08-Jul-2014,96.0,98.0,500
09-Jul-2014,96.0,95.63,500
10-Jul-2014,96.0,89.33,500
11-Jul-2014,96.0,92.48,500
14-Jul-2014,96.0,90.02,500
15-Jul-2014,96.0,84.23,500
16-Jul-2014,96.0,88.36,500
17-Jul-2014,96.0,87.76,500
18-Jul-2014,96.0,87.38,500
21-Jul-2014,96.0,89.32,500
22-Jul-2014,96.0,85.68,500
23-Jul-2014,96.0,85.67,500
24-Jul-2014,96.0,89.23,500
25-Jul-2014,96.0,93.93,500
28-Jul-2014,96.0,87.21,500
29-Jul-2014,96.0,85.78,500
30-Jul-2014,96.0,87.01,500
31-Jul-2014,96.0,91.41,500
01-Aug-2014,96.0,88.15,500
04-Aug-2014,96.0,89.66,500
05-Aug-2014,96.0,80.09,500
06-Aug-2014,96.0,88.92,500
07-Aug-2014,96.0,87.13,500
08-Aug-2014,96.0,86.21,500
11-Aug-2014,96.0,83.64,500
12-Aug-2014,96.0,83.04,500
13-Aug-2014,96.0,98.0,500
14-Aug-2014,96.0,77.28,500
15-Aug-2014,96.0,86.52,500
18-Aug-2014,96.0,86.55,500
19-Aug-2014,96.0,79.15,500
20-Aug-2014,96.0,87.18,500
21-Aug-2014,96.0,85.54,500
22-Aug-2014,96.0,89.04,500
25-Aug-2014,96.0,89.16,500
26-Aug-2014,96.0,86.26,500
27-Aug-2014,96.0,88.37,500
28-Aug-2014,96.0,86.37,500
29-Aug-2014,96.0,97.07,500
01-Sep-2014,96.0,91.96,500
02-Sep-2014,96.0,89.32,500
03-Sep-2014,96.0,89.8,500
04-Sep-2014,96.0,95.15,500
05-Sep-2014,96.0,90.03,500
08-Sep-2014,96.0,81.55,500
09-Sep-2014,96.0,93.14,500
10-Sep-2014,96.0,85.2,500
11-Sep-2014,96.0,88.04,500
12-Sep-2014,96.0,79.22,500
15-Sep-2014,96.0,85.92,500
16-Sep-2014,96.0,91.17,500
17-Sep-2014,96.0,87.03,500
18-Sep-2014,96.0,93.38,500
19-Sep-2014,96.0,89.63,500
22-Sep-2014,96.0,87.38,500
23-Sep-2014,96.0,89.48,500
24-Sep-2014,96.0,87.89,500
25-Sep-2014,96.0,90.3,500
26-Sep-2014,96.0,84.35,500
29-Sep-2014,96.0,96.24,500
30-Sep-2014,96.0,90.77,500
01-Oct-2014,96.0,93.95,500
02-Oct-2014,96.0,84.62,500
03-Oct-2014,96.0,94.85,500
06-Oct-2014,96.0,88.74,500
07-Oct-2014,96.0,85.97,500
08-Oct-2014,96.0,89.68,500
09-Oct-2014,96.0,84.97,500
10-Oct-2014,96.0,88.06,500
13-Oct-2014,96.0,90.7,500
14-Oct-2014,96.0,91.64,500
15-Oct-2014,96.0,86.07,500
16-Oct-2014,96.0,83.16,500
17-Oct-2014,96.0,89.62,500
20-Oct-2014,96.0,85.65,500
21-Oct-2014,96.0,95.14,500
22-Oct-2014,96.0,89.58,500
23-Oct-2014,96.0,91.69,500
24-Oct-2014,96.0,88.27,500
27-Oct-2014,96.0,86.6,500
28-Oct-2014,96.0,89.73,500
29-Oct-2014,96.0,83.03,500
30-Oct-2014,96.0,87.83,500
31-Oct-2014,96.0,82.02,500
03-Nov-2014,96.0,87.42,500
04-Nov-2014,96.0,87.5,500
05-Nov-2014,96.0,91.64,500
06-Nov-2014,96.0,91.09,500
07-Nov-2014,96.0,93.71,500
10-Nov-2014,96.0,92.03,500
11-Nov-2014,96.0,92.85,500
12-Nov-2014,96.0,88.12,500
13-Nov-2014,96.0,86.0,500
14-Nov-2014,96.0,95.04,500
17-Nov-2014,96.0,93.43,500
18-Nov-2014,96.0,86.65,500
19-Nov-2014,96.0,95.34,500
20-Nov-2014,96.0,86.69,500
21-Nov-2014,96.0,87.89,500
24-Nov-2014,96.0,86.8,500
25-Nov-2014,96.0,88.43,500
26-Nov-2014,96.0,98.0,500
27-Nov-2014,96.0,84.6,500
28-Nov-2014,96.0,88.1,500
01-Dec-2014,96.0,85.43,500
02-Dec-2014,96.0,88.72,500
03-Dec-2014,96.0,93.89,500
04-Dec-2014,96.0,90.35,500
05-Dec-2014,96.0,88.52,500
08-Dec-2014,96.0,88.03,500
09-Dec-2014,96.0,89.2,500
10-Dec-2014,96.0,89.07,500
11-Dec-2014,96.0,93.33,500
12-Dec-2014,96.0,90.91,500
15-Dec-2014,96.0,90.12,500
16-Dec-2014,96.0,87.09,500
17-Dec-2014,96.0,98.0,500
18-Dec-2014,96.0,82.75,500
19-Dec-2014,96.0,94.08,500
22-Dec-2014,96.0,93.97,500
23-Dec-2014,96.0,88.15,500
24-Dec-2014,96.0,88.55,500
25-Dec-2014,96.0,86.32,500
26-Dec-2014,96.0,88.93,500
29-Dec-2014,96.0,95.68,500
30-Dec-2014,96.0,89.02,500
31-Dec-2014,96.0,87.39,500
01-Jan-2015,96.0,89.61,500
02-Jan-2015,96.0,90.11,500
05-Jan-2015,96.0,89.52,500
06-Jan-2015,96.0,89.52,500
07-Jan-2015,96.0,89.84,500
08-Jan-2015,96.0,90.62,500
09-Jan-2015,96.0,83.11,500
12-Jan-2015,96.0,90.29,500
13-Jan-2015,96.0,83.45,500
14-Jan-2015,96.0,93.89,500
15-Jan-2015,96.0,94.22,500
16-Jan-2015,96.0,84.59,500
19-Jan-2015,96.0,92.88,500
20-Jan-2015,96.0,87.91,500
21-Jan-2015,96.0,91.62,500
22-Jan-2015,96.0,89.13,500
23-Jan-2015,96.0,91.07,500
26-Jan-2015,96.0,86.74,500
27-Jan-2015,96.0,88.97,500
28-Jan-2015,96.0,86.05,500
29-Jan-2015,96.0,89.45,500
30-Jan-2015,96.0,82.81,500
02-Feb-2015,96.0,94.83,500
03-Feb-2015,96.0,91.34,500
04-Feb-2015,96.0,85.67,500
05-Feb-2015,96.0,80.38,500
06-Feb-2015,96.0,98.0,500
09-Feb-2015,96.0,94.16,500
10-Feb-2015,96.0,95.74,500
11-Feb-2015,96.0,87.82,500
12-Feb-2015,96.0,93.67,500
13-Feb-2015,96.0,89.57,500
16-Feb-2015,96.0,85.07,500
17-Feb-2015,96.0,90.6,500
18-Feb-2015,96.0,92.37,500
19-Feb-2015,96.0,89.31,500
20-Feb-2015,96.0,88.38,500
23-Feb-2015,96.0,84.65,500
24-Feb-2015,96.0,89.47,500
25-Feb-2015,96.0,94.25,500
26-Feb-2015,96.0,90.4,500
27-Feb-2015,96.0,92.99,500
02-Mar-2015,96.0,90.29,500
03-Mar-2015,96.0,95.17,500
04-Mar-2015,96.0,81.07,500
05-Mar-2015,96.0,89.76,500
06-Mar-2015,96.0,92.4,500
09-Mar-2015,96.0,84.19,500
10-Mar-2015,96.0,91.94,500
11-Mar-2015,96.0,86.17,500
12-Mar-2015,96.0,90.5,500
13-Mar-2015,96.0,92.76,500
16-Mar-2015,96.0,84.93,500
17-Mar-2015,96.0,94.92,500
18-Mar-2015,96.0,80.58,500
19-Mar-2015,96.0,88.45,500
20-Mar-2015,96.0,86.29,500
23-Mar-2015,96.0,85.33,500
24-Mar-2015,96.0,95.8,500
25-Mar-2015,96.0,88.07,500
26-Mar-2015,96.0,88.66,500
27-Mar-2015,96.0,88.36,500
30-Mar-2015,96.0,88.83,500
31-Mar-2015,96.0,92.13,500
01-Apr-2015,96.0,87.38,500
02-Apr-2015,96.0,94.02,500
03-Apr-2015,96.0,89.51,500
06-Apr-2015,96.0,86.65,500
07-Apr-2015,96.0,96.47,500
08-Apr-2015,96.0,94.72,500
09-Apr-2015,96.0,87.25,500
10-Apr-2015,96.0,82.94,500
13-Apr-2015,96.0,85.32,500
14-Apr-2015,96.0,92.27,500
15-Apr-2015,96.0,86.33,500
16-Apr-2015,96.0,93.36,500
17-Apr-2015,96.0,92.13,500
20-Apr-2015,96.0,97.36,500
21-Apr-2015,96.0,83.76,500
22-Apr-2015,96.0,90.09,500
23-Apr-2015,96.0,89.94,500
24-Apr-2015,96.0,81.56,500
27-Apr-2015,96.0,94.57,500
28-Apr-2015,96.0,85.44,500
29-Apr-2015,96.0,90.42,500
30-Apr-2015,96.0,82.54,500
01-May-2015,96.0,88.16,500
04-May-2015,96.0,92.38,500
05-May-2015,96.0,88.39,500
06-May-2015,96.0,86.35,500
07-May-2015,96.0,88.97,500
08-May-2015,96.0,89.69,500
11-May-2015,96.0,81.46,500
12-May-2015,96.0,83.19,500
13-May-2015,96.0,88.29,500
14-May-2015,96.0,91.16,500
15-May-2015,96.0,84.26,500
18-May-2015,96.0,86.33,500
19-May-2015,96.0,90.99,500
20-May-2015,96.0,85.93,500
21-May-2015,96.0,85.47,500
22-May-2015,96.0,88.32,500
25-May-2015,96.0,91.89,500
26-May-2015,96.0,93.61,500
27-May-2015,96.0,91.43,500
28-May-2015,96.0,88.55,500
29-May-2015,96.0,89.98,500
01-Jun-2015,96.0,88.99,500
02-Jun-2015,96.0,88.48,500
03-Jun-2015,96.0,88.62,500
04-Jun-2015,96.0,87.14,500
05-Jun-2015,96.0,89.14,500
08-Jun-2015,96.0,92.31,500
09-Jun-2015,96.0,84.58,500
10-Jun-2015,96.0,87.93,500
11-Jun-2015,96.0,91.88,500
12-Jun-2015,96.0,88.59,500
15-Jun-2015,96.0,90.19,500
16-Jun-2015,96.0,86.8,500
17-Jun-2015,96.0,88.46,500
18-Jun-2015,96.0,86.49,500
19-Jun-2015,96.0,87.77,500
22-Jun-2015,96.0,91.82,500
23-Jun-2015,96.0,85.88,500
24-Jun-2015,96.0,90.07,500
25-Jun-2015,96.0,86.35,500
26-Jun-2015,96.0,88.64,500
29-Jun-2015,96.0,87.61,500
30-Jun-2015,96.0,84.64,500
01-Jul-2015,96.0,82.06,500
02-Jul-2015,96.0,83.81,500
03-Jul-2015,96.0,90.86,500
06-Jul-2015,96.0,91.96,500
07-Jul-2015,96.0,82.78,500
08-Jul-2015,96.0,92.49,500
09-Jul-2015,96.0,90.84,500
10-Jul-2015,96.0,88.93,500
13-Jul-2015,96.0,89.46,500
14-Jul-2015,96.0,85.21,500
15-Jul-2015,96.0,89.96,500
16-Jul-2015,96.0,91.1,500
17-Jul-2015,96.0,78.35,500
20-Jul-2015,96.0,89.74,500
21-Jul-2015,96.0,86.14,500
22-Jul-2015,96.0,89.59,500
23-Jul-2015,96.0,87.5,500
24-Jul-2015,96.0,93.76,500
27-Jul-2015,96.0,93.9,500
28-Jul-2015,96.0,87.03,500
29-Jul-2015,96.0,90.06,500
30-Jul-2015,96.0,97.84,500
31-Jul-2015,96.0,91.6,500
03-Aug-2015,96.0,96.22,500
04-Aug-2015,96.0,90.74,500
05-Aug-2015,96.0,89.69,500
06-Aug-2015,96.0,86.93,500
07-Aug-2015,96.0,86.05,500
10-Aug-2015,96.0,90.71,500
11-Aug-2015,96.0,94.75,500
12-Aug-2015,96.0,88.32,500
13-Aug-2015,96.0,87.86,500
14-Aug-2015,96.0,92.05,500
17-Aug-2015,96.0,86.25,500
18-Aug-2015,96.0,76.55,500
19-Aug-2015,96.0,85.39,500
20-Aug-2015,96.0,89.87,500
21-Aug-2015,96.0,86.7,500
24-Aug-2015,96.0,93.62,500
25-Aug-2015,96.0,87.06,500
26-Aug-2015,96.0,93.38,500
27-Aug-2015,96.0,86.01,500
28-Aug-2015,96.0,91.97,500
31-Aug-2015,96.0,85.36,500
01-Sep-2015,96.0,89.15,500
02-Sep-2015,96.0,89.19,500
03-Sep-2015,96.0,86.33,500
