Date,Gold (USD/troy oz)
2014-06-19,19515.49
2014-06-20,19469.44
2014-06-23,19852.99
2014-06-24,19935.11
2014-06-25,19987.78
2014-06-26,20064.85
2014-06-27,19809.87
2014-06-30,19933.87
2014-07-01,19780.47
2014-07-02,19351.48
2014-07-03,19493.48
2014-07-04,19473.05
2014-07-07,19454.09
2014-07-08,19595.62
2014-07-09,20045.34
2014-07-10,20843.26
2014-07-11,20719.97
2014-07-14,20416.93
2014-07-15,20625.52
2014-07-16,20818.89
2014-07-17,20595.89
2014-07-18,20615.8
2014-07-21,20698.58
2014-07-22,21080.84
2014-07-23,21406.03
2014-07-24,20870.42
2014-07-25,21001.71
2014-07-28,21493.77
2014-07-29,21400.87
2014-07-30,21268.94
2014-07-31,21062.92
2014-08-01,21048.81
2014-08-04,21251.88
2014-08-05,21553.1
2014-08-06,21925.49
2014-08-07,22053.9
2014-08-08,22516.86
2014-08-11,22551.56
2014-08-12,22453.51
2014-08-13,22212.06
2014-08-14,22408.28
2014-08-15,22725.88
2014-08-18,23255.19
2014-08-19,23277.91
2014-08-20,23687.76
2014-08-21,23996.91
2014-08-22,23970.79
2014-08-25,23915.79
2014-08-26,23957.47
2014-08-27,23960.89
2014-08-28,23921.49
2014-08-29,24254.43
2014-09-01,24247.71
2014-09-02,23843.79
2014-09-03,23833.2
2014-09-04,24044.4
2014-09-05,24090.5
2014-09-08,23684.28
2014-09-09,23617.2
2014-09-10,23442.11
2014-09-11,23377.36
2014-09-12,23668.37
2014-09-15,24076.04
2014-09-16,23989.29
2014-09-17,23855.04
2014-09-18,23631.71
2014-09-19,23644.39
2014-09-22,23445.86
2014-09-23,22798.26
2014-09-24,22877.98
2014-09-25,22856.92
2014-09-26,22965.2
2014-09-29,23614.05
2014-09-30,23681.49
2014-10-01,23487.83
2014-10-02,23323.17
2014-10-03,23852.63
2014-10-06,23796.36
2014-10-07,23855.88
2014-10-08,24022.96
2014-10-09,24298.02
2014-10-10,24282.68
2014-10-13,24240.7
2014-10-14,23988.26
2014-10-15,23917.93
2014-10-16,23714.07
2014-10-17,23900.55
2014-10-20,24020.12
2014-10-21,24325.13
2014-10-22,24282.95
2014-10-23,23853.74
2014-10-24,23740.25
2014-10-27,23552.19
2014-10-28,23944.55
2014-10-29,23926.44
2014-10-30,23782.12
2014-10-31,23583.84
2014-11-03,23603.75
2014-11-04,23584.58
2014-11-05,24110.71
2014-11-06,24229.84
2014-11-07,24176.81
2014-11-10,24177.25
2014-11-11,23943.09
2014-11-12,24016.16
2014-11-13,23897.11
2014-11-14,24121.42
2014-11-17,23926.66
2014-11-18,23848.93
2014-11-19,23697.12
2014-11-20,23640.31
2014-11-21,24155.73
2014-11-24,24641.17
2014-11-25,25096.5
2014-11-26,25292.38
2014-11-27,25672.82
2014-11-28,26057.23
2014-12-01,25571.7
2014-12-02,25653.74
2014-12-03,26023.28
2014-12-04,26489.93
2014-12-05,26358.16
2014-12-08,26448.8
2014-12-09,26608.48
2014-12-10,26017.63
2014-12-11,26191.54
2014-12-12,26341.53
2014-12-15,26420.47
2014-12-16,26248.51
2014-12-17,26525.25
2014-12-18,26014.82
2014-12-19,26636.28
2014-12-22,27073.32
2014-12-23,27189.91
2014-12-24,27286.38
2014-12-25,27208.5
2014-12-26,27446.85
2014-12-29,27954.55
2014-12-30,28182.58
2014-12-31,28016.73
2015-01-01,27889.48
2015-01-02,28610.92
2015-01-05,28450.1
2015-01-06,28807.32
2015-01-07,28745.96
2015-01-08,28764.45
2015-01-09,29059.19
2015-01-12,28911.12
2015-01-13,29308.61
2015-01-14,29166.28
2015-01-15,29203.53
2015-01-16,28940.4
2015-01-19,28096.08
2015-01-20,28559.4
2015-01-21,29076.49
2015-01-22,29743.22
2015-01-23,29508.48
2015-01-26,30281.87
2015-01-27,30000.51
2015-01-28,30318.63
2015-01-29,30275.46
2015-01-30,30956.17
2015-02-02,30506.52
2015-02-03,30389.64
2015-02-04,30354.83
2015-02-05,30302.41
2015-02-06,29800.14
2015-02-09,30482.9
2015-02-10,30888.65
2015-02-11,31111.53
2015-02-12,31022.01
2015-02-13,30632.44
2015-02-16,30863.67
2015-02-17,30539.66
2015-02-18,30843.31
2015-02-19,30576.79
2015-02-20,30483.44
2015-02-23,30073.0
2015-02-24,29923.32
2015-02-25,29388.08
2015-02-26,29100.37
2015-02-27,29199.08
2015-03-02,29354.84
2015-03-03,29588.5
2015-03-04,29895.6
2015-03-05,30021.78
2015-03-06,29130.81
2015-03-09,29334.45
2015-03-10,29915.51
2015-03-11,30037.94
2015-03-12,30986.14
2015-03-13,30758.87
2015-03-16,31065.47
2015-03-17,31221.96
2015-03-18,31164.25
2015-03-19,31706.14
2015-03-20,31991.57
2015-03-23,31406.86
2015-03-24,30980.94
2015-03-25,31263.13
2015-03-26,31429.12
2015-03-27,31547.78
2015-03-30,31070.22
2015-03-31,31476.67
2015-04-01,31770.42
2015-04-02,31970.57
2015-04-03,32396.21
2015-04-06,32917.1
2015-04-07,32404.33
2015-04-08,32081.99
2015-04-09,32143.37
2015-04-10,32642.89
2015-04-13,32772.66
2015-04-14,32654.94
2015-04-15,32903.63
2015-04-16,33145.04
2015-04-17,33112.09
2015-04-20,33994.82
2015-04-21,33912.01
2015-04-22,34186.46
2015-04-23,33682.94
2015-04-24,34428.34
2015-04-27,34540.36
2015-04-28,34681.86
2015-04-29,35268.48
2015-04-30,34628.3
2015-05-01,35444.47
2015-05-04,35831.05
2015-05-05,35594.12
2015-05-06,35751.89
2015-05-07,35178.77
2015-05-08,35425.69
2015-05-11,35442.72
2015-05-12,35106.16
2015-05-13,35396.75
2015-05-14,35459.89
2015-05-15,35261.96
2015-05-18,35459.63
2015-05-19,35404.63
2015-05-20,35664.64
2015-05-21,35948.12
2015-05-22,34988.57
2015-05-25,35602.51
2015-05-26,35939.63
2015-05-27,36070.77
2015-05-28,36553.19
2015-05-29,36906.61
2015-06-01,36579.3
2015-06-02,35658.35
2015-06-03,36056.49
2015-06-04,36333.11
2015-06-05,36102.49
2015-06-08,35827.44
2015-06-09,35966.97
2015-06-10,36224.97
2015-06-11,36764.62
2015-06-12,37144.43
2015-06-15,36586.97
2015-06-16,36876.1
2015-06-17,36789.23
2015-06-18,37222.84
2015-06-19,37547.44
2015-06-22,37949.55
2015-06-23,38807.58
2015-06-24,38368.61
2015-06-25,38552.29
2015-06-26,38319.35
2015-06-29,38734.03
2015-06-30,38755.64
2015-07-01,38726.27
2015-07-02,38654.43
2015-07-03,38445.12
2015-07-06,39081.18
2015-07-07,39560.89
2015-07-08,39648.55
2015-07-09,39675.75
2015-07-10,39892.67
2015-07-13,40052.13
2015-07-14,40255.9
2015-07-15,40689.62
2015-07-16,40785.42
2015-07-17,40806.69
2015-07-20,40628.53
2015-07-21,40332.54
2015-07-22,40317.78
2015-07-23,40549.06
2015-07-24,40758.64
2015-07-27,41019.23
2015-07-28,40674.58
2015-07-29,41552.13
2015-07-30,42436.06
2015-07-31,42094.89
2015-08-03,42663.75
2015-08-04,42043.49
2015-08-05,41836.03
2015-08-06,40897.82
2015-08-07,40870.39
2015-08-10,40679.58
2015-08-11,41647.68
2015-08-12,41924.99
2015-08-13,42264.67
2015-08-14,43009.52
2015-08-17,43076.6
2015-08-18,43551.73
2015-08-19,43497.86
2015-08-20,42625.27
2015-08-21,42311.66
2015-08-24,41475.65
2015-08-25,41821.48
2015-08-26,42087.4
2015-08-27,42723.75
2015-08-28,43440.69
2015-08-31,44106.3
2015-09-01,43978.04
2015-09-02,43633.47
2015-09-03,43950.04
2015-09-04,45108.66
2015-09-07,45144.22
2015-09-08,45173.41
2015-09-09,44633.27
2015-09-10,44561.8
2015-09-11,44295.55
2015-09-14,44877.52
2015-09-15,44722.37
2015-09-16,43791.57
2015-09-17,43981.02
2015-09-18,43860.13
2015-09-21,43571.2
2015-09-22,43810.48
2015-09-23,44000.45
2015-09-24,44478.27
2015-09-25,44983.63
2015-09-28,44875.89
2015-09-29,44553.4
2015-09-30,44093.61
2015-10-01,44627.62
2015-10-02,44621.76
2015-10-05,43418.51
2015-10-06,44377.95
2015-10-07,43812.47
2015-10-08,43517.36
2015-10-09,43633.63
2015-10-12,43429.43
2015-10-13,43145.89
2015-10-14,43750.18
2015-10-15,43949.16
2015-10-16,43864.89
2015-10-19,43768.19
2015-10-20,43911.85
2015-10-21,43845.61
2015-10-22,43961.1
2015-10-23,44915.88
2015-10-26,44254.78
2015-10-27,44419.69
2015-10-28,44625.53
2015-10-29,44807.42
2015-10-30,44352.71
2015-11-02,44029.83
2015-11-03,44742.91
2015-11-04,44938.24
2015-11-05,45273.3
2015-11-06,46163.58
2015-11-09,45413.15
2015-11-10,45057.18
2015-11-11,45299.8
2015-11-12,46298.63
2015-11-13,46330.35
2015-11-16,46493.82
2015-11-17,46977.2
2015-11-18,47872.78
2015-11-19,48732.25
2015-11-20,48807.73
2015-11-23,48787.98
2015-11-24,48287.07
2015-11-25,48242.98
2015-11-26,48400.92
2015-11-27,49350.32
2015-11-30,49403.29
2015-12-01,49399.53
2015-12-02,48341.77
2015-12-03,48511.21
2015-12-04,48066.85
2015-12-07,47154.03
2015-12-08,46899.82
2015-12-09,47248.26
2015-12-10,46957.59
2015-12-11,46762.94
2015-12-14,46229.46
2015-12-15,46280.2
2015-12-16,45837.39
2015-12-17,45663.44
2015-12-18,45525.11
2015-12-21,45694.88
2015-12-22,45171.09
2015-12-23,44538.65
2015-12-24,44954.41
2015-12-25,44373.92
2015-12-28,44603.53
2015-12-29,44648.36
2015-12-30,45151.69
2015-12-31,45068.22
2016-01-01,45524.14
2016-01-04,45023.86
2016-01-05,45264.15
2016-01-06,45379.93
2016-01-07,46412.12
2016-01-08,46493.2
2016-01-11,47099.25
2016-01-12,47146.25
2016-01-13,47153.1
2016-01-14,47214.66
2016-01-15,46415.71
2016-01-18,47436.04
2016-01-19,47573.82
2016-01-20,46785.22
2016-01-21,47044.5
2016-01-22,46053.99
2016-01-25,46512.86
2016-01-26,46588.49
2016-01-27,45524.94
2016-01-28,45288.87
2016-01-29,45655.91
2016-02-01,45212.71
2016-02-02,46751.43
2016-02-03,47980.27
2016-02-04,48165.2
2016-02-05,48085.69
2016-02-08,48889.68
2016-02-09,49308.69
2016-02-10,49391.05
2016-02-11,48838.68
2016-02-12,48318.4
2016-02-15,47951.87
2016-02-16,48315.57
2016-02-17,48471.45
2016-02-18,49309.74
2016-02-19,50356.49
2016-02-22,51152.2
2016-02-23,51233.34
2016-02-24,50572.05
2016-02-25,49245.38
2016-02-26,49816.97
2016-02-29,49898.66
2016-03-01,50412.47
2016-03-02,51027.14
2016-03-03,51508.01
2016-03-04,51349.55
2016-03-07,51093.71
2016-03-08,51416.63
2016-03-09,50714.92
2016-03-10,51513.71
2016-03-11,51229.12
2016-03-14,51547.87
2016-03-15,51463.37
2016-03-16,52575.1
2016-03-17,53772.86
2016-03-18,54279.54
2016-03-21,54812.28
2016-03-22,54743.72
2016-03-23,55808.07
2016-03-24,55804.27
2016-03-25,56603.75
2016-03-28,57288.2
2016-03-29,58176.55
2016-03-30,58079.17
2016-03-31,57550.91
2016-04-01,58356.55
2016-04-04,58203.72
2016-04-05,59435.64
2016-04-06,59358.83
2016-04-07,60431.19
2016-04-08,60103.72
2016-04-11,59784.61
2016-04-12,60050.83
2016-04-13,60412.89
2016-04-14,60763.44
2016-04-15,60873.12
2016-04-18,61166.59
2016-04-19,61282.78
2016-04-20,60319.93
2016-04-21,58149.0
2016-04-22,58747.11
2016-04-25,59847.2
2016-04-26,59094.81
2016-04-27,58878.95
2016-04-28,57885.56
2016-04-29,59885.53
2016-05-02,59979.49
2016-05-03,59979.29
2016-05-04,62212.69
2016-05-05,61659.85
2016-05-06,61953.45
2016-05-09,61673.8
2016-05-10,61827.89
2016-05-11,62219.67
2016-05-12,62860.81
2016-05-13,63215.04
2016-05-16,62580.97
2016-05-17,62470.98
2016-05-18,62681.51
2016-05-19,62888.9
2016-05-20,63099.63
2016-05-23,63481.05
2016-05-24,61920.99
2016-05-25,61708.7
2016-05-26,61909.21
2016-05-27,61091.06
2016-05-30,60813.54
2016-05-31,61734.37
2016-06-01,60833.34
2016-06-02,59723.64
2016-06-03,59219.33
2016-06-06,59487.43
2016-06-07,59356.42
2016-06-08,60003.56
2016-06-09,59474.07
2016-06-10,59723.57
2016-06-13,58353.89
2016-06-14,57694.21
2016-06-15,58033.92
2016-06-16,58970.76
2016-06-17,58384.74
2016-06-20,58695.53
2016-06-21,57862.32
2016-06-22,57964.45
2016-06-23,58221.58
2016-06-24,58293.85
2016-06-27,59041.51
2016-06-28,58872.73
2016-06-29,57951.32
2016-06-30,57986.65
2016-07-01,57946.43
2016-07-04,58293.19
2016-07-05,58376.13
2016-07-06,58144.24
2016-07-07,59939.59
2016-07-08,60936.17
2016-07-11,60107.93
2016-07-12,59680.21
2016-07-13,59663.84
2016-07-14,59758.3
2016-07-15,59589.61
2016-07-18,61045.14
2016-07-19,60877.42
2016-07-20,60694.0
2016-07-21,59673.3
2016-07-22,60083.49
2016-07-25,61183.38
2016-07-26,60752.64
2016-07-27,61288.61
2016-07-28,59325.55
2016-07-29,59921.91
2016-08-01,60372.54
2016-08-02,58862.15
2016-08-03,60301.43
2016-08-04,59625.44
2016-08-05,60470.25
2016-08-08,60559.06
2016-08-09,60899.08
2016-08-10,59449.67
2016-08-11,59508.13
2016-08-12,59042.8
2016-08-15,57634.31
2016-08-16,57497.35
2016-08-17,56079.57
2016-08-18,56859.79
2016-08-19,56781.85
2016-08-22,55450.72
2016-08-23,55294.9
2016-08-24,56735.91
2016-08-25,56946.13
2016-08-26,56724.39
2016-08-29,57370.34
2016-08-30,58319.29
2016-08-31,58221.95
2016-09-01,58932.86
2016-09-02,58325.58
2016-09-05,58884.63
2016-09-06,59197.99
2016-09-07,60194.59
2016-09-08,59429.12
2016-09-09,58936.19
2016-09-12,58965.89
2016-09-13,58189.26
2016-09-14,58845.22
2016-09-15,58584.58
2016-09-16,58023.43
2016-09-19,58117.87
2016-09-20,57130.88
2016-09-21,56007.9
2016-09-22,55472.33
2016-09-23,55748.54
2016-09-26,55955.7
2016-09-27,55005.27
2016-09-28,56510.75
2016-09-29,56728.96
2016-09-30,56758.98
2016-10-03,56487.8
2016-10-04,56533.14
2016-10-05,55270.71
2016-10-06,54806.81
2016-10-07,55072.08
2016-10-10,54865.08
2016-10-11,54713.99
2016-10-12,54198.54
2016-10-13,54520.8
2016-10-14,54689.55
2016-10-17,54614.16
2016-10-18,55621.12
2016-10-19,57186.72
2016-10-20,57637.19
2016-10-21,56788.33
2016-10-24,56063.31
2016-10-25,57366.87
2016-10-26,57223.54
2016-10-27,56778.94
2016-10-28,57844.0
2016-10-31,57496.72
2016-11-01,57194.46
2016-11-02,56322.91
2016-11-03,57016.21
2016-11-04,56072.96
2016-11-07,55569.82
2016-11-08,55399.55
2016-11-09,56008.21
2016-11-10,55450.19
2016-11-11,55640.98
2016-11-14,56101.64
2016-11-15,56856.46
2016-11-16,57987.2
2016-11-17,57384.55
2016-11-18,57239.81
2016-11-21,57201.11
2016-11-22,58867.77
2016-11-23,59671.02
2016-11-24,60239.6
2016-11-25,59940.8
2016-11-28,59708.08
2016-11-29,59615.18
2016-11-30,59266.64
2016-12-01,59041.86
2016-12-02,59553.09
2016-12-05,58323.79
2016-12-06,59336.27
2016-12-07,59650.4
2016-12-08,60544.06
2016-12-09,59844.18
2016-12-12,58961.08
2016-12-13,57892.51
2016-12-14,58368.77
2016-12-15,58186.18
2016-12-16,58227.45
2016-12-19,58117.25
2016-12-20,59794.07
2016-12-21,60280.75
2016-12-22,60742.44
2016-12-23,60895.46
2016-12-26,60757.19
2016-12-27,62064.91
2016-12-28,62254.86
2016-12-29,62689.87
2016-12-30,61194.66
2017-01-02,61159.8
2017-01-03,62065.09
2017-01-04,61701.39
2017-01-05,62595.07
2017-01-06,62579.75
2017-01-09,62106.21
2017-01-10,62940.88
2017-01-11,64262.12
2017-01-12,63910.14
2017-01-13,63311.24
2017-01-16,62505.79
2017-01-17,62072.99
2017-01-18,62699.4
2017-01-19,63851.96
2017-01-20,64457.15
2017-01-23,64079.37
2017-01-24,62680.64
2017-01-25,62484.43
2017-01-26,62709.82
2017-01-27,62488.28
2017-01-30,62812.41
2017-01-31,63389.27
2017-02-01,64204.96
2017-02-02,63735.31
2017-02-03,64832.44
2017-02-06,65283.32
2017-02-07,66135.21
2017-02-08,65314.78
2017-02-09,65893.96
2017-02-10,65498.61
2017-02-13,65834.74
2017-02-14,66421.52
2017-02-15,66084.61
2017-02-16,65932.61
2017-02-17,65106.96
2017-02-20,64624.85
2017-02-21,64287.46
2017-02-22,64884.19
2017-02-23,65248.81
2017-02-24,65207.29
2017-02-27,66002.19
2017-02-28,67706.7
2017-03-01,68442.43
2017-03-02,68953.16
2017-03-03,68675.56
2017-03-06,66846.68
2017-03-07,67469.24
2017-03-08,66474.13
2017-03-09,66044.39
2017-03-10,66411.53
2017-03-13,66722.4
2017-03-14,67464.74
2017-03-15,67437.51
2017-03-16,67373.07
2017-03-17,67148.38
2017-03-20,67677.61
2017-03-21,67769.64
2017-03-22,66167.97
2017-03-23,67730.71
2017-03-24,67565.17
2017-03-27,67991.73
2017-03-28,67538.08
2017-03-29,68439.53
2017-03-30,68078.06
2017-03-31,69157.71
2017-04-03,69849.55
2017-04-04,69786.23
2017-04-05,69591.69
2017-04-06,69203.54
2017-04-07,68922.38
2017-04-10,69346.21
2017-04-11,70301.13
2017-04-12,71404.39
2017-04-13,71629.14
2017-04-14,70706.07
2017-04-17,71265.97
2017-04-18,72252.93
2017-04-19,73692.99
2017-04-20,73431.29
2017-04-21,73811.97
2017-04-24,74763.18
2017-04-25,74823.73
2017-04-26,75360.22
2017-04-27,74470.76
2017-04-28,74857.91
2017-05-01,74654.2
2017-05-02,73597.31
2017-05-03,73338.78
2017-05-04,74297.03
2017-05-05,74480.1
2017-05-08,75591.42
2017-05-09,74432.47
2017-05-10,75330.9
2017-05-11,76909.61
2017-05-12,76158.55
2017-05-15,76178.86
2017-05-16,76636.36
2017-05-17,76725.89
2017-05-18,76629.45
2017-05-19,77551.6
2017-05-22,77365.18
2017-05-23,77671.29
2017-05-24,78721.56
2017-05-25,77466.5
2017-05-26,78181.72
2017-05-29,78491.5
2017-05-30,77941.34
2017-05-31,78858.49
2017-06-01,79523.98
2017-06-02,81410.21
2017-06-05,81425.2
2017-06-06,83085.88
2017-06-07,82783.25
2017-06-08,83924.32
2017-06-09,83731.18
2017-06-12,84078.95
2017-06-13,85486.88
2017-06-14,84530.7
2017-06-15,84234.0
2017-06-16,85349.38
2017-06-19,85970.67
2017-06-20,86323.43
2017-06-21,87879.28
2017-06-22,87783.54
2017-06-23,88142.78
2017-06-26,88407.75
2017-06-27,89959.45
2017-06-28,87711.37
2017-06-29,88554.32
2017-06-30,88632.53
2017-07-03,89972.59
2017-07-04,91338.81
2017-07-05,91210.33
2017-07-06,90630.74
2017-07-07,90356.76
2017-07-10,92187.97
2017-07-11,94041.82
2017-07-12,94481.97
2017-07-13,95948.99
2017-07-14,95867.36
2017-07-17,94449.99
2017-07-18,93732.23
2017-07-19,95239.94
2017-07-20,94185.36
2017-07-21,92672.11
2017-07-24,94018.8
2017-07-25,93094.41
2017-07-26,91224.86
2017-07-27,90036.25
2017-07-28,88918.93
2017-07-31,88373.67
2017-08-01,86687.71
2017-08-02,84450.03
2017-08-03,84446.26
2017-08-04,83790.22
2017-08-07,86233.95
2017-08-08,86794.47
2017-08-09,86123.51
2017-08-10,85085.09
2017-08-11,84826.03
2017-08-14,84695.83
2017-08-15,85616.36
2017-08-16,83584.61
2017-08-17,83359.06
2017-08-18,85568.04
2017-08-21,85855.18
2017-08-22,88521.79
2017-08-23,87888.07
2017-08-24,87229.8
2017-08-25,85634.09
2017-08-28,84997.91
2017-08-29,85354.19
2017-08-30,85270.16
2017-08-31,84434.23
2017-09-01,85640.73
2017-09-04,87045.95
2017-09-05,89649.56
2017-09-06,89628.47
2017-09-07,90691.25
2017-09-08,90149.53
2017-09-11,90179.52
2017-09-12,91181.18
2017-09-13,93710.36
2017-09-14,92350.43
2017-09-15,92172.13
2017-09-18,92916.44
2017-09-19,93160.18
2017-09-20,92508.18
2017-09-21,93802.57
2017-09-22,90489.49
2017-09-25,91007.47
2017-09-26,90179.76
2017-09-27,90944.61
2017-09-28,90468.3
2017-09-29,91583.81
2017-10-02,93056.21
2017-10-03,94196.68
2017-10-04,92550.95
2017-10-05,92465.94
2017-10-06,91988.17
2017-10-09,92712.01
2017-10-10,93644.64
2017-10-11,95369.2
2017-10-12,96681.8
2017-10-13,96038.63
2017-10-16,95367.08
2017-10-17,97283.55
2017-10-18,97473.65
2017-10-19,97233.33
2017-10-20,97333.97
2017-10-23,96746.31
2017-10-24,96094.73
2017-10-25,97614.01
2017-10-26,98139.67
2017-10-27,100187.27
2017-10-30,101093.08
2017-10-31,101391.82
2017-11-01,102242.83
2017-11-02,102153.97
2017-11-03,102822.8
2017-11-06,103026.54
2017-11-07,103270.95
2017-11-08,101133.86
2017-11-09,101500.13
2017-11-10,99533.45
2017-11-13,97896.06
2017-11-14,100516.21
2017-11-15,100181.64
2017-11-16,100330.83
2017-11-17,99835.0
2017-11-20,100729.09
2017-11-21,102657.96
2017-11-22,102211.7
2017-11-23,102788.2
2017-11-24,103840.5
2017-11-27,105055.38
2017-11-28,104795.09
2017-11-29,104111.17
2017-11-30,103855.01
2017-12-01,103884.42
2017-12-04,103584.57
2017-12-05,106007.37
2017-12-06,107045.31
2017-12-07,106854.16
2017-12-08,105533.73
2017-12-11,104601.09
2017-12-12,108166.49
2017-12-13,110582.21
2017-12-14,110107.47
2017-12-15,108104.45
2017-12-18,107334.47
2017-12-19,108584.46
2017-12-20,109641.89
2017-12-21,110622.97
2017-12-22,112136.14
2017-12-25,112233.9
2017-12-26,110895.52
2017-12-27,113992.68
2017-12-28,115989.64
2017-12-29,114480.94
2018-01-01,115844.28
2018-01-02,117253.14
2018-01-03,114845.65
2018-01-04,112298.19
2018-01-05,110729.92
2018-01-08,110930.15
2018-01-09,110937.75
2018-01-10,107973.48
2018-01-11,108146.23
2018-01-12,107201.38
2018-01-15,108817.17
2018-01-16,108632.32
2018-01-17,107310.38
2018-01-18,107721.18
2018-01-19,107069.11
2018-01-22,108877.1
2018-01-23,109213.12
2018-01-24,109574.69
2018-01-25,110381.35
2018-01-26,108039.66
2018-01-29,110235.07
2018-01-30,110842.62
2018-01-31,112009.2
2018-02-01,113411.09
2018-02-02,115417.7
2018-02-05,117075.75
2018-02-06,115502.27
2018-02-07,115565.65
2018-02-08,113755.61
2018-02-09,114794.76
2018-02-12,116598.13
2018-02-13,116769.44
2018-02-14,114902.1
2018-02-15,115078.36
2018-02-16,115137.54
2018-02-19,112102.29
2018-02-20,112693.33
2018-02-21,112779.87
2018-02-22,113894.87
2018-02-23,113212.75
2018-02-26,114103.05
2018-02-27,113725.51
2018-02-28,110782.88
2018-03-01,111528.37
2018-03-02,111395.34
2018-03-05,113388.09
2018-03-06,114788.07
2018-03-07,115694.79
2018-03-08,113419.86
2018-03-09,115103.88
2018-03-12,117000.44
2018-03-13,118611.49
2018-03-14,120354.79
2018-03-15,119804.42
2018-03-16,121249.04
2018-03-19,119695.81
2018-03-20,120113.68
2018-03-21,121075.98
2018-03-22,121109.18
2018-03-23,122201.05
2018-03-26,122606.06
2018-03-27,121672.89
2018-03-28,121732.85
2018-03-29,121463.0
2018-03-30,123158.7
2018-04-02,122311.58
2018-04-03,121142.04
2018-04-04,123341.87
2018-04-05,122870.41
2018-04-06,121012.75
2018-04-09,120577.51
2018-04-10,120176.4
2018-04-11,121849.13
2018-04-12,122115.46
2018-04-13,122655.32
2018-04-16,122156.22
2018-04-17,122577.34
2018-04-18,122024.77
2018-04-19,124747.26
2018-04-20,125364.59
2018-04-23,125681.32
2018-04-24,126148.74
2018-04-25,124518.68
2018-04-26,124330.18
2018-04-27,123273.58
2018-04-30,122171.92
2018-05-01,120604.9
2018-05-02,119407.3
2018-05-03,120518.94
2018-05-04,121980.12
2018-05-07,121516.69
2018-05-08,123205.13
2018-05-09,123380.58
2018-05-10,125113.47
2018-05-11,127008.98
2018-05-14,128983.51
2018-05-15,125917.85
2018-05-16,125453.62
2018-05-17,125933.53
2018-05-18,127130.06
2018-05-21,125751.89
2018-05-22,125265.56
2018-05-23,125454.11
2018-05-24,125480.61
2018-05-25,124637.23
2018-05-28,123664.53
2018-05-29,122260.2
2018-05-30,121798.68
2018-05-31,121837.3
2018-06-01,119248.55
2018-06-04,122044.75
2018-06-05,122148.02
2018-06-06,118887.45
2018-06-07,119221.99
2018-06-08,119183.56
2018-06-11,119296.08
2018-06-12,121352.41
2018-06-13,124948.35
2018-06-14,124290.07
2018-06-15,124177.0
2018-06-18,121795.38
2018-06-19,121064.6
2018-06-20,118333.66
2018-06-21,118816.14
2018-06-22,119295.38
2018-06-25,119688.77
2018-06-26,121606.86
2018-06-27,122614.9
2018-06-28,123306.96
2018-06-29,123485.99
2018-07-02,122219.89
2018-07-03,120563.93
2018-07-04,119431.12
2018-07-05,121697.31
2018-07-06,121598.36
2018-07-09,121676.17
2018-07-10,120735.83
2018-07-11,117414.07
2018-07-12,118692.4
2018-07-13,119040.57
2018-07-16,116706.67
2018-07-17,116112.37
2018-07-18,116812.16
2018-07-19,118030.64
2018-07-20,119220.34
2018-07-23,118993.62
2018-07-24,116510.74
2018-07-25,118388.41
2018-07-26,119815.96
2018-07-27,120128.42
2018-07-30,121338.25
2018-07-31,123494.44
2018-08-01,121416.55
2018-08-02,121094.82
2018-08-03,123760.05
2018-08-06,124766.67
2018-08-07,124932.49
2018-08-08,123646.06
2018-08-09,126565.21
2018-08-10,127781.52
2018-08-13,127307.64
2018-08-14,126255.29
2018-08-15,126816.62
2018-08-16,129370.37
2018-08-17,129765.4
2018-08-20,131558.73
2018-08-21,131142.83
2018-08-22,133658.87
2018-08-23,132476.89
2018-08-24,131667.61
2018-08-27,128145.25
2018-08-28,133911.6
2018-08-29,137168.09
2018-08-30,137351.72
2018-08-31,139077.33
2018-09-03,140648.84
2018-09-04,143128.97
2018-09-05,140739.78
2018-09-06,140252.71
2018-09-07,135542.5
2018-09-10,134747.56
2018-09-11,134016.67
2018-09-12,135055.04
2018-09-13,135197.53
2018-09-14,133669.04
2018-09-17,133531.38
2018-09-18,133192.92
2018-09-19,133289.45
2018-09-20,134942.79
2018-09-21,133822.83
2018-09-24,134717.61
2018-09-25,134876.9
2018-09-26,134041.13
2018-09-27,137333.75
2018-09-28,137417.24
2018-10-01,136212.98
2018-10-02,136999.79
2018-10-03,139560.87
2018-10-04,139398.03
2018-10-05,139556.69
2018-10-08,138833.52
2018-10-09,141803.1
2018-10-10,142060.23
2018-10-11,142525.01
2018-10-12,143672.58
2018-10-15,146529.21
2018-10-16,148247.46
2018-10-17,147873.64
2018-10-18,146927.23
2018-10-19,146779.98
2018-10-22,148494.06
2018-10-23,151644.48
2018-10-24,149694.23
2018-10-25,148537.63
2018-10-26,149490.55
2018-10-29,152964.07
2018-10-30,151860.28
2018-10-31,152444.79
2018-11-01,152607.82
2018-11-02,157399.19
2018-11-05,157786.71
2018-11-06,157103.79
2018-11-07,158302.68
2018-11-08,158580.32
2018-11-09,157866.7
2018-11-12,161154.06
2018-11-13,160049.39
2018-11-14,161011.03
2018-11-15,158524.91
2018-11-16,156388.09
2018-11-19,155808.47
2018-11-20,155333.44
2018-11-21,155121.13
2018-11-22,153474.0
2018-11-23,154591.44
2018-11-26,154270.09
2018-11-27,155527.43
2018-11-28,158710.63
2018-11-29,156667.66
2018-11-30,155310.04
2018-12-03,155656.99
2018-12-04,156570.82
2018-12-05,158969.04
