Date,Risk-On_Probability,Late-Cycle_Probability,Transitional_Probability,Risk-Off_Probability,Post-Shock_Probability,Dominant_Regime,Confidence,Entropy,Uncertainty,Conformal_90_Set,Close,benchmark_ret,confidence,equity_weight,strategy_ret,cum_strategy,cum_benchmark
2012-06-22,4.730517057374678e-62,2.3346221107326516e-08,0.9999999766537788,8.326419912124158e-20,4.004243632765401e-20,Transitional,0.9999999766537788,4.3360341191280813e-07,2.6941294756566906e-07,{Transitional},5056.82,-0.005846780535371798,0.9999999766537788,0.7,-0.004092746374760259,0.9107333573781213,0.8793292028719636
2012-06-25,3.1222090002929055e-66,9.233875429420434e-09,0.9999999907661246,4.173838014313022e-20,1.1071645212442578e-19,Transitional,0.9999999907661246,1.800621444651489e-07,1.1187890074791665e-07,{Transitional},5031.42,-0.005022919542321036,0.9999999907661246,0.7,-0.003516043679624725,0.9075311791130886,0.8749124030347244
2012-06-26,7.801608759713737e-86,1.0593313782175006e-08,0.9999999894066828,3.563730506918347e-17,3.2284010297761548e-15,Transitional,0.9999999894066828,2.051168817869948e-07,1.27446284322194e-07,{Transitional},4927.83,-0.02058862110497639,0.9999999894066828,0.7,-0.014412034773483472,0.8944518082016902,0.856899163068598
2012-06-27,3.771539828299104e-77,5.1403390307252384e-11,0.9999999999485966,3.0293649374907595e-20,1.1470710199757797e-17,Transitional,0.9999999999485966,1.267227393554767e-09,7.873726496464985e-10,{Transitional},4962.31,0.006996994620350305,0.9999999999485966,0.7,0.004897896234245213,0.8988327403447951,0.8628948819027717
2012-06-28,4.8236507324233846e-77,5.729945187328998e-11,0.9999999999427004,2.3308729184813223e-20,1.3960688761042505e-17,Transitional,0.9999999999427004,1.406586038871379e-09,8.739610444146118e-10,{Transitional},4963.21,0.00018136714554306543,0.9999999999427004,0.7,0.0001269570018801458,0.898946853454701,0.8630513826844062
2012-06-29,4.6490829327546804e-76,1.0060097416704322e-10,0.999999999899399,2.0521345481174524e-20,6.432578787090322e-18,Transitional,0.999999999899399,2.414426368024842e-09,1.5001674493757163e-09,{Transitional},4967.19,0.0008019003830181948,0.999999999899399,0.7,0.0005613302681127363,0.8994514595329698,0.8637434639187452
2012-07-02,2.154854630916416e-71,1.7322584266847127e-10,0.999999999826774,3.46060187091133e-21,3.7616204350380056e-18,Transitional,0.999999999826774,4.064726527177147e-09,2.525556590766331e-09,{Transitional},5001.96,0.006999933564047378,0.999999999826774,0.7,0.004899953494833164,0.903858729855541,0.8697896107825566
2012-07-03,6.390113493714708e-61,2.428722793352612e-08,0.999999975712772,3.9445758246669185e-18,1.7896805638444133e-19,Transitional,0.999999975712772,4.50120851149198e-07,2.796758095927037e-07,{Transitional},5069.01,0.013404745339826718,0.999999975712772,0.7,0.009383321737878703,0.912339927123366,0.8814489190143238
2012-07-04,7.560862428072062e-54,9.221665841666822e-07,0.9999990778334158,1.5718007012371872e-17,5.714514033229841e-21,Transitional,0.9999990778334158,1.3737088939420249e-05,8.535333257214246e-06,{Transitional},5117.56,0.009577807106318614,0.9999990778334158,0.7,0.0067044649744230295,0.9184566782095323,0.889891266734716
2012-07-05,1.6592649910676574e-54,2.0583991836985275e-06,0.9999979416008162,2.4192175286988176e-18,4.028839550791298e-21,Transitional,0.9999979416008162,2.9010213509339178e-05,1.8025059112385625e-05,{Transitional},5111.71,-0.001143122894504467,0.9999979416008162,0.7,-0.0008001860261531268,0.9177217420100019,0.888874011654092
2012-07-06,3.637546133532322e-58,8.943680995180481e-07,0.9999991056319004,2.793887149657625e-18,3.006463256222133e-21,Transitional,0.9999991056319004,1.3350362947814756e-05,8.295046888527547e-06,{Transitional},5084.99,-0.005227213593885449,0.9999991056319004,0.7,-0.0036590495157198142,0.9143637527143347,0.8842276773371222
2012-07-09,6.460423518680295e-73,2.2646005352587594e-07,0.9999997735399464,5.2699547948029755e-17,1.0595881930573741e-18,Transitional,0.9999997735399464,3.691454752598793e-06,2.2936297971357395e-06,{Transitional},4999.47,-0.016818125502704895,0.9999997735399464,0.7,-0.011772687851893426,0.903599233670543,0.8693566252867012
2012-07-10,6.84016202195353e-75,1.2581043750554262e-09,0.9999999987418956,7.555482376058816e-20,1.0823027490443545e-18,Transitional,0.9999999987418956,2.7039267794881523e-08,1.680044168587253e-08,{Transitional},4982.11,-0.0034723680710156968,0.9999999987418956,0.7,-0.0024306576497109874,0.9014028932809487,0.8663378990987297
2012-07-11,4.019170945707651e-74,1.8187217874757118e-09,0.9999999981812782,3.651003939719531e-20,1.0971328347536517e-18,Transitional,0.9999999981812782,3.841873802361141e-08,2.3870904075763472e-08,{Transitional},4987.11,0.0010035908480543476,0.9999999981812782,0.7,0.0007025135936380433,0.9020361410668232,0.8672073478855878
2012-07-12,1.1957499888006918e-77,5.090721162894191e-10,0.999999999490928,1.3355624211981454e-20,8.606174369482586e-18,Transitional,0.999999999490928,1.1400418130723088e-08,7.0834780532050435e-09,{Transitional},4971.99,-0.0030318160217038814,0.999999999490928,0.7,-0.0021222712151927167,0.9001217757295735,0.864578134754129
2012-07-13,3.5102774909456317e-75,2.77345505271072e-10,0.9999999997226544,9.126693669560096e-23,1.1440018433091865e-18,Transitional,0.9999999997226544,6.378545147082947e-09,3.9632129315483126e-09,{Transitional},4984.95,0.002606602185442952,0.9999999997226544,0.7,0.0018246215298100665,0.9017641573010207,0.8668317460096654
2012-07-16,2.923738697447328e-98,3.284881025453018e-12,0.9999999999966624,2.6965065762280066e-19,5.27788479265972e-14,Transitional,0.9999999999966624,8.977812222196752e-11,5.578228369567103e-11,{Transitional},4853.62,-0.02634529935104668,0.9999999999966624,0.7,-0.018441709545732675,0.8851340846333229,0.8439948041740503
2012-07-17,2.984376508224714e-101,3.4326301001933458e-15,0.9999999999999633,4.561315646849847e-24,3.3344343450745605e-14,Transitional,0.9999999999999633,5.185036356097903e-14,3.2216442250052995e-14,{Transitional},4827.95,-0.005288835961612226,0.9999999999999633,0.7,-0.003702185173128558,0.8818571543489626,0.8395310541023207
2012-07-18,1.0075978742166952e-87,1.4423213963023266e-12,0.9999999999985574,5.830660060368233e-22,3.266108186239659e-16,Transitional,0.9999999999985574,3.901656395884233e-11,2.424235421410821e-11,{Transitional},4898.91,0.01469774956244363,0.9999999999985574,0.7,0.01028842469371054,0.8909300752720918,0.8518702712854108
2012-07-19,4.904866893058487e-89,9.322978889418677e-13,0.999999999999066,1.7176292612481725e-22,1.702932508370156e-15,Transitional,0.999999999999066,2.5127332420160252e-11,1.5612489444937886e-11,{Transitional},4897.72,-0.00024291117820074426,0.999999999999066,0.7,-0.00017003782474052097,0.8907785834600965,0.8516633424741387
2012-07-20,2.045961462417544e-79,6.158600543392675e-11,0.999999999938414,1.2709119644066675e-20,2.8234813473310446e-17,Transitional,0.999999999938414,1.507518009319839e-09,9.366736036681787e-10,{Transitional},4952.42,0.0111684620598973,0.999999999938414,0.7,0.00781792344192811,0.8977426222292967,0.8611751122023664
2012-07-23,1.3141093447049517e-71,7.07779823966563e-10,0.9999999992922202,6.788613191897064e-19,9.685934579074072e-19,Transitional,0.9999999992922202,1.5617914485720522e-08,9.703955874942771e-09,{Transitional},4995.44,0.008686662278239554,0.9999999992922202,0.7,0.006080663594767687,0.9032014931097576,0.8686558495644935
2012-07-24,1.0823859720287436e-85,1.3825363154727774e-11,0.9999999999861738,1.2109222212038319e-20,8.025983937499268e-16,Transitional,0.9999999999861738,3.5757939017039703e-10,2.2217656699138948e-10,{Transitional},4913.81,-0.016340902903447807,0.9999999999861738,0.7,-0.011438632032413465,0.8928701035789487,0.8544612286702481
2012-07-25,2.5245053627467696e-82,1.8708447746510837e-12,0.9999999999981288,4.161944565007166e-21,4.535517368226062e-16,Transitional,0.9999999999981288,5.060418176222666e-11,3.1442145963675806e-11,{Transitional},4928.64,0.0030180247099500512,0.9999999999981288,0.7,0.0021126172969650357,0.8947563964037125,0.8570400137720692
2012-07-26,4.448465385284365e-92,3.447831643806319e-14,0.9999999999998446,5.99127366457899e-23,1.209844519961897e-13,Transitional,0.9999999999998446,3.4359513370094004e-12,2.1348765991307466e-12,{Transitional},4877.36,-0.010404492922997166,0.9999999999998446,0.7,-0.007283145046098016,0.8882397557877802,0.8481229470140523
2012-07-27,2.9682215594424387e-93,1.429818627868248e-14,0.9999999999997912,1.3340177169907816e-23,1.945599221863555e-13,Transitional,0.9999999999997912,4.945026442909446e-12,3.072517681300691e-12,{Transitional},4872.25,-0.0010476979349482995,0.9999999999997912,0.7,-0.0007333885544638097,0.8875883309172657,0.8472343703538835
2012-07-30,1.36568724283768e-87,5.737369931692851e-14,0.9999999999999164,5.351107650811504e-24,2.6359257629025584e-14,Transitional,0.9999999999999164,1.3933624312453286e-12,8.657447550356378e-13,{Transitional},4907.52,0.007238955308122685,0.9999999999999164,0.7,0.005067268715685879,0.8920859794989306,0.8533674620963807
2012-07-31,1.029931691702028e-88,3.0840494515146325e-14,0.9999999999999054,1.3060559889630691e-24,6.37133524914858e-14,Transitional,0.9999999999999054,1.7022493646056496e-12,1.057666997561392e-12,{Transitional},4905.48,-0.0004156885759000195,0.9999999999999054,0.7,-0.0002909820031300136,0.8918263985336519,0.8530127269913425
2012-08-01,3.1558165033107217e-102,2.793600399089654e-16,0.9999999999974268,5.048704915383462e-25,2.572830510679797e-12,Transitional,0.9999999999974268,6.939470444114427e-11,4.3117354142721975e-11,{Transitional},4842.3,-0.012879473568335742,0.9999999999974268,0.7,-0.00901563149783502,0.8837860203644311,0.8420263721206035
2012-08-02,2.334219493397196e-77,3.378700669963244e-12,0.9999999999966191,1.600023249793402e-21,2.0005228687036786e-15,Transitional,0.9999999999966191,9.080348127383366e-11,5.641937509506237e-11,{Transitional},4983.91,0.029244367346095812,0.9999999999966191,0.7,0.020471057142267067,0.9018780544888482,0.8666509006619988
2012-08-03,3.04681743002909e-78,1.1853576142532872e-12,0.9999999999988132,1.4619371587714405e-23,1.5129083997159784e-15,Transitional,0.9999999999988132,3.205460445873626e-11,1.991664556370313e-11,{Transitional},4986.32,0.0004835560834766106,0.9999999999988132,0.7,0.0003384892584336274,0.9021833305227097,0.8670699749772643
2012-08-06,1.1559898014725758e-84,8.531660783189268e-14,0.9999999999998328,2.74544205101372e-25,8.195042431771396e-14,Transitional,0.9999999999998328,3.775651754231786e-12,2.3459443356354905e-12,{Transitional},4949.54,-0.007376181231850243,0.9999999999998328,0.7,-0.0051633268622951695,0.8975250630975069,0.8606743097011362
2012-08-07,2.0368680958156456e-78,7.995193282728697e-14,0.999999999999902,1.4899425919587951e-24,1.80659740627798e-14,Transitional,0.999999999999902,1.799916578063339e-12,1.1183510492437453e-12,{Transitional},4983.27,0.006814774706336513,0.999999999999902,0.7,0.004770342294435559,0.9018065648663169,0.8665396112172812
2012-08-08,1.743162540406891e-85,6.9587293244657056e-15,0.9999999999994398,1.0028610309866644e-25,5.53237536863545e-13,Transitional,0.9999999999994398,1.4795262802440078e-11,9.192813645146366e-12,{Transitional},4943.14,-0.008052945154486957,0.9999999999994398,0.7,-0.00563706160814087,0.8967230257015396,0.859561415253958
2012-08-09,8.932230141754554e-87,4.284309654520439e-15,0.9999999999992696,6.233438052014587e-26,7.260074648875867e-13,Transitional,0.9999999999992696,1.9512642131472525e-11,1.2123886221843606e-11,{Transitional},4939.95,-0.0006453387927513043,0.9999999999992696,0.7,-0.000451737154925913,0.8963179425931527,0.8590067069279425
2012-08-10,1.1678178740870537e-83,1.0234573381451571e-14,0.9999999999997872,8.699845313849053e-24,2.026854166429391e-13,Transitional,0.9999999999997872,5.058537409114917e-12,3.143046010059765e-12,{Transitional},4954.84,0.003014200548588697,0.9999999999997872,0.7,0.0021099403840120876,0.8982091200171446,0.861595925415206
2012-08-13,4.301471263500616e-65,1.6324014976014498e-11,0.9999999999836752,1.197416464662457e-19,8.684488470580911e-16,Transitional,0.9999999999836752,4.1984054462946736e-10,2.608615973228219e-10,{Transitional},5069.2,0.023080462739462737,0.9999999999836752,0.7,0.016156323917623915,0.9127208775059055,0.8814819580682246
2012-08-14,5.171718244036466e-60,3.424621364034962e-11,0.9999999999657536,3.5655562886543663e-22,8.149701241627754e-17,Transitional,0.9999999999657536,8.575091218263118e-10,5.328003740942217e-10,{Transitional},5107.27,0.007510060759094328,0.9999999999657536,0.7,0.005257042531366029,0.9175190899782197,0.8881019411313624
2012-08-15,1.0608982731675071e-68,3.471492761550458e-12,0.999999999996524,3.9629522184217096e-24,4.3681220206336495e-15,Transitional,0.999999999996524,9.331814266119568e-11,5.798182206361855e-11,{Transitional},5054.36,-0.010359742093134061,0.999999999996524,0.7,-0.007251819465193842,0.9108654071818287,0.8789014340688298
2012-08-16,6.273494992991823e-70,1.4610476205131158e-12,0.9999999999985384,8.44193640187881e-25,3.897796472090111e-16,Transitional,0.9999999999985384,3.9526726552275946e-11,2.4559336055714047e-11,{Transitional},5042.7,-0.002306919174732247,0.9999999999985384,0.7,-0.0016148434223125729,0.9093945021704292,0.8768738794978768
2012-08-17,2.917636060156123e-69,2.0095002816392598e-12,0.9999999999979836,6.384262198369552e-25,6.796207404225514e-15,Transitional,0.9999999999979836,5.4514567734387486e-11,3.387180537579118e-11,{Transitional},5035.42,-0.001443671049239481,0.9999999999979836,0.7,-0.0010105697344676367,0.9084754956098444,0.8756079620642113
2012-08-20,5.500265480450923e-71,9.92477902678328e-13,0.9999999999989716,1.9279182987589265e-25,3.5924458743505826e-14,Transitional,0.9999999999989716,2.7758767682495836e-11,1.7247492101459016e-11,{Transitional},5029.98,-0.001080346823105205,0.9999999999989716,0.7,-0.0007562427761736434,0.9077884675789587,0.8746620017841096
2012-08-21,6.495734496664518e-79,3.8443799915484955e-13,0.999999999999064,5.18252643144622e-168,5.515164993735914e-13,Transitional,0.999999999999064,2.5429907981280898e-11,1.5800490211406118e-11,{Transitional},4980.39,-0.009858886118831345,0.999999999999064,0.7,-0.006901220283181941,0.9015236193936641,0.866038808716051
2012-08-22,1.0050615624743428e-76,7.344059617176923e-14,0.9999999999999007,3.606959997301246e-26,2.5667893646515527e-14,Transitional,0.9999999999999007,1.8317786239335725e-12,1.138148051429462e-12,{Transitional},4989.74,0.00187736301775554,0.9999999999999007,0.7,0.001314154112428878,0.902708360365542,0.8676646779474756
2012-08-23,1.5919404230934666e-66,9.253443274168278e-12,0.9999999999907458,0.0,6.770700103990624e-16,Transitional,0.9999999999907458,2.4241652909067655e-10,1.5062185823872377e-10,{Transitional},5050.2,0.012116863804526812,0.9999999999907458,0.7,0.008481804663168767,0.9103649563459719,0.8781780526781637
2012-08-24,1.5814821942460054e-72,4.8401696475593185e-12,0.999999999995154,0.0,5.781150974580924e-15,Transitional,0.999999999995154,1.2920283307728238e-10,8.027823383498972e-11,{Transitional},5016.79,-0.00661557958100667,0.999999999995154,0.7,-0.004630905706704668,0.9061491420744454,0.8723683958843779
2012-08-27,8.519441454002985e-61,4.8074194057308675e-11,0.9999999999519256,0.0,2.4650515802463364e-16,Transitional,0.9999999999519256,1.1882514762726058e-09,7.383021532502017e-10,{Transitional},5093.95,0.01538035277538019,0.9999999999519256,0.7,0.010766246942766133,0.9159049675049945,0.8857857295631721
2012-08-28,3.4536377024938903e-69,6.39571877241487e-12,0.9999999999935998,0.0,4.502888313121755e-15,Transitional,0.9999999999935998,1.6944767350502824e-10,1.0528375912852519e-10,{Transitional},5039.59,-0.010671482837483648,0.9999999999935998,0.7,-0.007470037986238553,0.9090631226059476,0.8763330823524508
2012-08-29,1.2615469977405426e-47,6.153350757817299e-09,0.9999999938466492,0.0,4.49576288241176e-17,Transitional,0.9999999938466492,1.224882572331e-07,7.61062332922491e-08,{Transitional},5185.58,0.028968626416037813,0.9999999938466492,0.7,0.020278038491226467,0.9274971395971054,0.9017192480311338
2012-08-30,2.2723634310003865e-42,2.0081824596985024e-08,0.9999999799181754,0.0,1.7426000154076426e-17,Transitional,0.9999999799181754,3.759990527809196e-07,2.336213468541087e-07,{Transitional},5240.36,0.010563909919430348,0.9999999799181754,0.7,0.007394736943601243,0.9343557369603686,0.9112449289399511
2012-08-31,1.2525701873132697e-43,1.786804379986452e-08,0.9999999821319562,0.0,1.0724582889564069e-17,Transitional,0.9999999821319562,3.366364478269227e-07,2.091639852809212e-07,{Transitional},5235.1,-0.0010037478341181627,0.9999999821319562,0.7,-0.0007026234838827138,0.9336992366772796,0.9103302688161765
2012-09-03,2.7501737274746183e-38,3.482789269234919e-08,0.9999999651721072,0.0,1.9873830424437586e-18,Transitional,0.9999999651721072,6.329199736567966e-07,3.93255290413517e-07,{Transitional},5293.09,0.01107715229890549,0.9999999651721072,0.7,0.007754006609233843,0.9409391467295118,0.9204141358461568
2012-09-04,2.2025091737531304e-44,1.9069531770176206e-09,0.9999999980930468,0.0,6.421958426938327e-17,Transitional,0.9999999980930468,4.0192301753018206e-08,2.4972881179511742e-08,{Transitional},5249.04,-0.008322170981411636,0.9999999980930468,0.7,-0.005825519686988145,0.9354576872059812,0.9127542920339369
2012-09-05,3.424012883925123e-49,1.604028886972867e-10,0.9999999998395962,0.0,9.138270603537217e-16,Transitional,0.9999999998395962,3.7760518453835374e-09,2.346192926245081e-09,{Transitional},5216.68,-0.00616493682654351,0.9999999998395962,0.7,-0.004315455778580456,0.9314207609241106,0.9071272194853912
2012-09-06,5.842133153663928e-43,4.939922175424364e-10,0.9999999995060076,0.0,1.938317690853072e-16,Transitional,0.9999999995060076,1.1077511692963289e-08,6.882845002830679e-09,{Transitional},5267.55,0.009751412775941715,0.9999999995060076,0.7,0.0068259889431592,0.9377786287396076,0.9159729914428856
2012-09-07,2.415000387211727e-42,5.788125961947322e-09,0.999999994211874,0.0,1.0921986931090348e-17,Transitional,0.999999994211874,1.1557215820440753e-07,7.180901935484867e-08,{Transitional},5269.16,0.0003056449392981886,0.999999994211874,0.7,0.000213951457508732,0.9379792678440471,0.9162529539522539
2012-09-10,2.022197198080299e-34,9.818019875093944e-07,0.9999990181980124,0.0,2.9053919459473663e-19,Transitional,0.9999990181980124,1.4563926644805458e-05,9.049076408781187e-06,{Transitional},5330.74,0.011686872290839423,0.9999990181980124,0.7,0.008180810603587595,0.9456526985843711,0.9269610852111982
2012-09-11,5.580606848948054e-57,0.0001328654019486,0.9998671345970992,0.0,9.522341262894597e-13,Transitional,0.9998671345970992,0.0013188362903168,0.0008194390601388,{Transitional},5194.42,-0.025572434596322413,0.9998671345970992,0.7,-0.01790070421742569,0.9287248493346018,0.9032564334862988
2012-09-12,2.822882419944126e-54,4.4697438122045855e-10,0.9999999995530257,1.493820671382454e-23,9.599313940897832e-17,Transitional,0.9999999995530257,1.0067675080952616e-08,6.2553982375911294e-09,{Transitional},5182.18,-0.0023563747251857947,0.9999999995530257,0.7,-0.0016494623076300562,0.927192952701465,0.9011280228560702
2012-09-13,2.2723765133698842e-64,1.2823143719346662e-11,0.999999999987174,1.968107037790653e-248,2.857863851055909e-15,Transitional,0.999999999987174,3.3254350704641916e-10,2.0662089818891068e-10,{Transitional},5105.5,-0.014796861552474061,0.999999999987174,0.7,-0.010357803086731843,0.9175892706739777,0.8877941562608143
2012-09-14,1.823676391957955e-58,6.293162824565998e-11,0.999999999937068,0.0,3.8139052791363944e-16,Transitional,0.999999999937068,1.539149684271185e-09,9.56327468354084e-10,{Transitional},5141.33,0.007017921848986308,0.999999999937068,0.7,0.004912545294290416,0.9220969695277185,0.8940246262674394
2012-09-17,1.4895210182695724e-60,5.107845422731686e-11,0.9999999999489212,0.0,4.923936258488755e-16,Transitional,0.9999999999489212,1.2595419662097371e-09,7.82597425150012e-10,{Transitional},5130.19,-0.0021667545168274627,0.9999999999489212,0.7,-0.0015167281617792239,0.9206983990861446,0.8920874943703194
2012-09-18,6.412364873811332e-68,6.543932396375212e-12,0.9999999999934532,1.5523073133245806e-165,2.773606561086256e-15,Transitional,0.9999999999934532,1.7321533997356082e-10,1.0762474192719333e-10,{Transitional},5073.29,-0.011091207148273163,0.9999999999934532,0.7,-0.007763845003791214,0.913550239420401,0.8821931671758743
2012-09-19,1.9157400012871497e-72,2.55572579737481e-12,0.999999999997431,5.855258084188958e-21,1.3212165863834558e-14,Transitional,0.999999999997431,6.930908354444526e-11,4.3064154888474565e-11,{Transitional},5026.74,-0.009175505441242349,0.999999999997431,0.7,-0.006422853808869644,0.907682639785546,0.8740985989702252
2012-09-20,3.1595125349772425e-66,9.674041689823047e-12,0.9999999999903252,0.0,8.829902440488404e-16,Transitional,0.9999999999903252,2.530966580673806e-10,1.5725779547755234e-10,{Transitional},5066.1,0.00783012449420517,0.9999999999903252,0.7,0.005481087145943619,0.9126577274350707,0.8809428998203724
2012-09-21,2.998578474866653e-72,4.963774488634637e-12,0.999999999995035,0.0,1.2896007053846186e-15,Transitional,0.999999999995035,1.3229100964767195e-10,8.219702582226125e-11,{Transitional},5028.82,-0.00735871775132757,0.999999999995035,0.7,-0.005151102425929299,0.9079565340012368,0.8744602896655583
2012-09-24,1.2388333322719431e-63,1.0832240313892366e-10,0.9999999998916776,0.0,3.297622216232759e-17,Transitional,0.9999999998916776,2.5918840012739884e-09,1.610428076317679e-09,{Transitional},5078.99,0.009976495480052971,0.9999999998916776,0.7,0.006983546836037079,0.9142972909815203,0.8831843387928926
2012-09-25,3.9059995406436735e-57,2.5742549047660834e-09,0.9999999974257452,0.0,1.368588560461295e-18,Transitional,0.9999999974257452,5.3485111079731295e-08,3.3232167992638414e-08,{Transitional},5122.34,0.008535161518333334,0.9999999974257452,0.7,0.005974613062833333,0.9197598635195317,0.8907224597749523
2012-09-26,6.0095012171601495e-71,3.6593312272986894e-10,0.9999999996340664,0.0,3.550594451413966e-16,Transitional,0.9999999996340664,8.315148366494174e-09,5.166492166149121e-09,{Transitional},5039.85,-0.016103968108325484,0.9999999996340664,0.7,-0.011272777675827838,0.9093916150629262,0.8763782936893673
2012-09-27,3.010871773638961e-78,6.3631962155452e-13,0.9999999999993198,1.5194390455247205e-100,4.3949433433271413e-14,Transitional,0.9999999999993198,1.816153874567783e-11,1.1284398488047587e-11,{Transitional},4995.88,-0.008724466005932796,0.9999999999993198,0.7,-0.006107126204152957,0.9038378457007384,0.868732361057737
2012-09-28,1.0036476269895648e-78,1.0277431323434281e-13,0.9999999999993424,0.0,5.546765959906146e-13,Transitional,0.9999999999993424,1.756861002976413e-11,1.0915991163146836e-11,{Transitional},4996.85,0.00019415998783012256,0.9999999999993424,0.7,0.00013591199148108577,0.9039606881023236,0.8689010341223876
2012-10-01,3.607962252020416e-80,1.4066706178725808e-14,0.9999999999964,0.0,3.585825931668695e-12,Transitional,0.9999999999964,9.660732714301942e-11,6.002550728838698e-11,{Transitional},4994.4,-0.0004903088946037748,0.9999999999964,0.7,-0.0003432162262226423,0.9036504341262994,0.868475004216827
2012-10-02,1.4924861740124841e-71,1.7973613862328697e-12,0.9999999999981906,0.0,1.2118459271857608e-14,Transitional,0.9999999999981906,4.8958189833695196e-11,3.0419433676476065e-11,{Transitional},5047.29,0.0105898606439212,0.9999999999981906,0.7,0.00741290245074484,0.9103491066440509,0.8776720334842121
2012-10-03,1.1592642347556682e-75,1.512213699994038e-13,0.999999999999826,0.0,2.2770532591134683e-14,Transitional,0.999999999999826,3.959759808649863e-12,2.460337101579244e-12,{Transitional},5020.0,-0.005406861900148385,0.999999999999826,0.7,-0.0037848033301038694,0.9069036143136674,0.8729265820055405
2012-10-04,5.289775194719224e-85,3.6901466034113924e-14,0.9999999999947776,0.0,5.1854790342972375e-12,Transitional,0.9999999999947776,1.390717659008358e-10,8.641014656508547e-11,{Transitional},4962.01,-0.011551792828685237,0.9999999999947776,0.7,-0.008086254980079666,0.8995701604459713,0.8628427149755602
2012-10-05,8.039688622951965e-91,6.427122724830756e-16,0.9999999999452388,0.0,5.476039911179242e-11,Transitional,0.9999999999452388,1.3466695438964052e-09,8.367328329302952e-10,{Transitional},4921.81,-0.008101555619597689,0.9999999999452388,0.7,-0.005671088933718382,0.8944686180639628,0.8558523467292211
2012-10-08,2.133659283234844e-96,7.013902861506265e-17,0.999999999144427,0.0,8.555728389392336e-10,Transitional,0.999999999144427,1.8717294587942432e-08,1.1629709007932186e-08,{Transitional},4890.3,-0.00640211629461529,0.999999999144427,0.7,-0.0044814814062307026,0.8904600735836523,0.8503730804744412
2012-10-09,5.829613774189243e-88,1.0311813812597033e-15,0.9999999999636832,0.0,3.6315810452250526e-11,Transitional,0.9999999999636832,9.073462118281541e-10,5.637658991491578e-10,{Transitional},4935.6,0.009263235384332269,0.9999999999636832,0.7,0.006484264769032588,0.896234052467021,0.8582502864833756
2012-10-10,1.3556265210128123e-91,1.4119541530226881e-16,0.9999999998324988,1.0362195081785966e-20,1.6750118492097754e-10,Transitional,0.9999999998324988,3.935965056371855e-09,2.445552590729725e-09,{Transitional},4910.3,-0.005126023178539607,0.9999999998324988,0.7,-0.003588216224977725,0.8930181708985814,0.8538508756218736
2012-10-11,8.225397068559664e-89,4.3578872929019983e-16,0.9999999999846744,8.764280282100174e-246,1.5325205344441188e-11,Transitional,0.9999999999846744,3.9498990724764317e-10,2.4542102817142157e-10,{Transitional},4918.49,0.0016679225301916567,0.9999999999846744,0.7,0.0011675457711341596,0.89406081048756,0.8552750327347471
2012-10-12,5.018501906733838e-106,1.0659562788103284e-17,0.9999999265407964,0.0,7.345920353745543e-08,Transitional,0.9999999265407964,1.280137426135652e-06,7.953941038953053e-07,{Transitional},4820.46,-0.01993091375605105,0.9999999265407964,0.7,-0.013951639629235733,0.8815871962530152,0.8382286198196072
2012-10-15,4.438986120839817e-99,1.3849535486294344e-18,0.9999999793346878,0.0,2.0665312196748287e-08,Transitional,0.9999999793346878,3.86332070176123e-07,2.400416115411607e-07,{Transitional},4856.69,0.0075158802271981795,0.9999999793346878,0.7,0.0052611161590387255,0.8862253288968236,0.844528645729181
2012-10-16,2.941235792544388e-92,6.42500362913779e-18,0.9999999960772092,0.0,3.922790836582477e-09,Transitional,0.9999999960772092,7.985214486726635e-08,4.9614927205547584e-08,{Transitional},4899.5,0.008814645365464946,0.9999999960772092,0.7,0.006170251755825462,0.8916935622885063,0.8519728662422601
2012-10-17,1.9191167743928423e-76,4.235159881784413e-15,0.9999999999641004,0.0,3.589524901956273e-11,Transitional,0.9999999999641004,8.97325884999361e-10,5.575399200347238e-10,{Transitional},4993.78,0.019242779875497495,0.9999999999641004,0.7,0.013469945912848245,0.9037046263433675,0.8683671925672566
2012-10-18,6.779391905612954e-72,9.311814061514504e-15,0.999999999998341,0.0,1.649711828664139e-12,Transitional,0.999999999998341,4.4891896222746945e-11,2.7892903401817363e-11,{Transitional},5033.69,0.007991941975817873,0.999999999998341,0.7,0.005594359383072511,0.9087602747992775,0.875307132783958
2012-10-19,1.1774703914785712e-74,1.900374833625511e-14,0.9999999999883954,0.0,1.1585553307287003e-11,Transitional,0.9999999999883954,3.019090432618846e-10,1.8758663563807808e-10,{Transitional},5017.76,-0.0031646764103470115,0.9999999999883954,0.7,-0.0022152734872429077,0.906747122256255,0.8725370689490282
2012-10-22,3.3939319342756404e-73,1.0599614836040043e-14,0.9999999999986208,0.0,1.3687819087460345e-12,Transitional,0.9999999999986208,3.7312566975617184e-11,2.318360136004624e-11,{Transitional},5021.29,0.0007035011638658606,0.9999999999986208,0.7,0.0004924508147061023,0.9071936506153425,0.8731508997925499
2012-10-23,1.3919477716885607e-80,1.9289229454551203e-15,0.9999999999700174,3.5556673212159626e-27,2.9980591995921446e-11,Transitional,0.9999999999700174,7.544960653727024e-10,4.687947634038326e-10,{Transitional},4978.01,-0.008619299024752558,0.9999999999700174,0.7,-0.00603350931732679,0.9017200892717351,0.8656249510935061
